"Repeat","alpha","lamda2","rho_A.l.","rho_I.l."
10,0.08,0.54,0.682,0.598
10,0.08,0.56,0.727,0.496
10,0.08,0.58,0.724,0.464
10,0.08,0.6,0.718,0.499
10,0.08,0.62,0.642,0.604
10,0.08,0.64,0.684,0.566
10,0.08,0.66,0.631,0.59
10,0.08,0.68,0.72,0.547
10,0.08,0.7,0.71,0.555
10,0.08,0.72,0.72,0.61
10,0.08,0.74,0.694,0.645
10,0.08,0.76,0.663,0.608
10,0.08,0.78,0.74,0.618
10,0.08,0.8,0.699,0.423
10,0.08,0.82,0.677,0.557
10,0.08,0.84,0.636,0.535
10,0.08,0.86,0.698,0.559
10,0.08,0.88,0.704,0.507
10,0.08,0.9,0.709,0.567
10,0.08,0.92,0.665,0.603
10,0.08,0.94,0.638,0.557
10,0.08,0.96,0.737,0.375
10,0.08,0.98,0.63,0.586
10,0.08,1,0.665,0.605
10,0.1,0.02,0.663,0.6
10,0.1,0.04,0.722,0.592
10,0.1,0.06,0.622,0.586
10,0.1,0.08,0.658,0.575
10,0.1,0.1,0.639,0.597
10,0.1,0.12,0.716,0.626
10,0.1,0.14,0.702,0.586
10,0.1,0.16,0.708,0.617
10,0.1,0.18,0.739,0.529
10,0.1,0.2,0.653,0.49
10,0.1,0.22,0.688,0.558
10,0.1,0.24,0.651,0.602
10,0.1,0.26,0.654,0.548
10,0.1,0.28,0.7,0.602
10,0.1,0.3,0.672,0.594
10,0.1,0.32,0.657,0.604
10,0.1,0.34,0.641,0.607
10,0.1,0.36,0.683,0.54
10,0.1,0.38,0.68,0.481
10,0.1,0.4,0.736,0.595
10,0.1,0.42,0.681,0.462
10,0.1,0.44,0.637,0.59
10,0.1,0.46,0.68,0.544
10,0.1,0.48,0.678,0.648
10,0.1,0.5,0.737,0.534
10,0.1,0.52,0.668,0.586
10,0.1,0.54,0.645,0.621
10,0.1,0.56,0.7,0.583
10,0.1,0.58,0.657,0.656
10,0.1,0.6,0.706,0.582
10,0.1,0.62,0.593,0.621
10,0.1,0.64,0.675,0.598
10,0.1,0.66,0.661,0.494
10,0.1,0.68,0.712,0.58
10,0.1,0.7,0.693,0.541
10,0.1,0.72,0.74,0.525
10,0.1,0.74,0.75,0.57
10,0.1,0.76,0.712,0.529
10,0.1,0.78,0.707,0.564
10,0.1,0.8,0.712,0.597
10,0.1,0.82,0.705,0.606
10,0.1,0.84,0.701,0.58
10,0.1,0.86,0.719,0.59
10,0.1,0.88,0.738,0.596
10,0.1,0.9,0.702,0.477
10,0.1,0.92,0.611,0.52
10,0.1,0.94,0.746,0.507
10,0.1,0.96,0.668,0.573
10,0.1,0.98,0.692,0.528
10,0.1,1,0.643,0.583
10,0.12,0.02,0.634,0.627
10,0.12,0.04,0.727,0.57
10,0.12,0.06,0.681,0.607
10,0.12,0.08,0.661,0.598
10,0.12,0.1,0.618,0.599
10,0.12,0.12,0.679,0.582
10,0.12,0.14,0.729,0.545
10,0.12,0.16,0.693,0.607
10,0.12,0.18,0.693,0.631
10,0.12,0.2,0.728,0.541
10,0.12,0.22,0.621,0.61
10,0.12,0.24,0.692,0.574
10,0.12,0.26,0.708,0.642
10,0.12,0.28,0.651,0.541
10,0.12,0.3,0.699,0.555
10,0.12,0.32,0.675,0.581
10,0.12,0.34,0.686,0.577
10,0.12,0.36,0.702,0.586
10,0.12,0.38,0.663,0.597
10,0.12,0.4,0.709,0.588
10,0.12,0.42,0.723,0.517
10,0.12,0.44,0.709,0.575
10,0.12,0.46,0.75,0.486
10,0.12,0.48,0.748,0.547
10,0.12,0.5,0.688,0.646
10,0.12,0.52,0.687,0.476
10,0.12,0.54,0.648,0.569
10,0.12,0.56,0.693,0.526
10,0.12,0.58,0.734,0.557
10,0.12,0.6,0.681,0.594
10,0.12,0.62,0.699,0.491
10,0.12,0.64,0.696,0.574
10,0.12,0.66,0.604,0.578
10,0.12,0.68,0.692,0.54
10,0.12,0.7,0.733,0.534
10,0.12,0.72,0.734,0.493
10,0.12,0.74,0.71,0.617
10,0.12,0.76,0.667,0.483
10,0.12,0.78,0.666,0.543
10,0.12,0.8,0.681,0.59
10,0.12,0.82,0.679,0.581
10,0.12,0.84,0.624,0.557
10,0.12,0.86,0.713,0.579
10,0.12,0.88,0.664,0.553
10,0.12,0.9,0.711,0.559
10,0.12,0.92,0.672,0.544
10,0.12,0.94,0.616,0.553
10,0.12,0.96,0.757,0.577
10,0.12,0.98,0.641,0.561
10,0.12,1,0.552,0.615
10,0.14,0.02,0.702,0.612
10,0.14,0.04,0.689,0.62
10,0.14,0.06,0.661,0.603
10,0.14,0.08,0.649,0.535
10,0.14,0.1,0.677,0.574
10,0.14,0.12,0.673,0.566
10,0.14,0.14,0.642,0.536
10,0.14,0.16,0.61,0.657
10,0.14,0.18,0.665,0.498
10,0.14,0.2,0.692,0.539
10,0.14,0.22,0.696,0.545
10,0.14,0.24,0.728,0.586
10,0.14,0.26,0.711,0.584
10,0.14,0.28,0.711,0.6
10,0.14,0.3,0.637,0.634
10,0.14,0.32,0.712,0.553
10,0.14,0.34,0.68,0.619
10,0.14,0.36,0.59,0.643
10,0.14,0.38,0.743,0.549
10,0.14,0.4,0.68,0.545
10,0.14,0.42,0.665,0.537
10,0.14,0.44,0.611,0.569
10,0.14,0.46,0.662,0.55
10,0.14,0.48,0.627,0.577
10,0.14,0.5,0.641,0.572
10,0.14,0.52,0.696,0.54
10,0.14,0.54,0.716,0.543
10,0.14,0.56,0.695,0.605
10,0.14,0.58,0.611,0.58
10,0.14,0.6,0.668,0.537
10,0.14,0.62,0.672,0.647
10,0.14,0.64,0.736,0.426
10,0.14,0.66,0.716,0.546
10,0.14,0.68,0.699,0.55
10,0.14,0.7,0.706,0.464
10,0.14,0.72,0.614,0.613
10,0.14,0.74,0.739,0.479
10,0.14,0.76,0.652,0.52
10,0.14,0.78,0.667,0.6
10,0.14,0.8,0.677,0.581
10,0.14,0.82,0.697,0.503
10,0.14,0.84,0.699,0.523
10,0.14,0.86,0.673,0.462
10,0.14,0.88,0.707,0.596
10,0.14,0.9,0.661,0.541
10,0.14,0.92,0.622,0.509
10,0.14,0.94,0.724,0.636
10,0.14,0.96,0.65,0.575
10,0.14,0.98,0.719,0.425
10,0.14,1,0.602,0.58
10,0.16,0.02,0.603,0.621
10,0.16,0.04,0.573,0.631
10,0.16,0.06,0.678,0.475
10,0.16,0.08,0.738,0.566
10,0.16,0.1,0.692,0.56
10,0.16,0.12,0.646,0.578
10,0.16,0.14,0.638,0.572
10,0.16,0.16,0.722,0.433
10,0.16,0.18,0.697,0.578
10,0.16,0.2,0.731,0.559
10,0.16,0.22,0.637,0.532
10,0.16,0.24,0.687,0.541
10,0.16,0.26,0.607,0.65
10,0.16,0.28,0.733,0.548
10,0.16,0.3,0.645,0.568
10,0.16,0.32,0.652,0.497
10,0.16,0.34,0.629,0.532
10,0.16,0.36,0.742,0.576
10,0.16,0.38,0.706,0.546
10,0.16,0.4,0.682,0.573
10,0.16,0.42,0.648,0.596
10,0.16,0.44,0.638,0.596
10,0.16,0.46,0.66,0.506
10,0.16,0.48,0.658,0.591
10,0.16,0.5,0.693,0.514
10,0.16,0.52,0.713,0.551
10,0.16,0.54,0.738,0.556
10,0.16,0.56,0.679,0.504
10,0.16,0.58,0.726,0.474
10,0.16,0.6,0.724,0.486
10,0.16,0.62,0.737,0.542
10,0.16,0.64,0.702,0.382
10,0.16,0.66,0.64,0.617
10,0.16,0.68,0.679,0.529
10,0.16,0.7,0.712,0.506
10,0.16,0.72,0.663,0.576
10,0.16,0.74,0.637,0.557
10,0.16,0.76,0.596,0.551
10,0.16,0.78,0.622,0.616
10,0.16,0.8,0.691,0.641
10,0.16,0.82,0.714,0.536
10,0.16,0.84,0.747,0.56
10,0.16,0.86,0.577,0.585
10,0.16,0.88,0.697,0.569
10,0.16,0.9,0.707,0.512
10,0.16,0.92,0.694,0.592
10,0.16,0.94,0.702,0.503
10,0.16,0.96,0.662,0.587
10,0.16,0.98,0.672,0.592
10,0.16,1,0.657,0.593
10,0.18,0.02,0.551,0.556
10,0.18,0.04,0.727,0.496
10,0.18,0.06,0.562,0.625
10,0.18,0.08,0.722,0.571
10,0.18,0.1,0.624,0.514
10,0.18,0.12,0.699,0.596
10,0.18,0.14,0.66,0.573
10,0.18,0.16,0.681,0.606
10,0.18,0.18,0.693,0.576
10,0.18,0.2,0.676,0.615
10,0.18,0.22,0.667,0.592
10,0.18,0.24,0.726,0.5
10,0.18,0.26,0.66,0.569
10,0.18,0.28,0.662,0.482
10,0.18,0.3,0.693,0.608
10,0.18,0.32,0.651,0.567
10,0.18,0.34,0.701,0.605
10,0.18,0.36,0.713,0.619
10,0.18,0.38,0.653,0.559
10,0.18,0.4,0.701,0.641
10,0.18,0.42,0.714,0.546
10,0.18,0.44,0.62,0.628
10,0.18,0.46,0.641,0.576
10,0.18,0.48,0.659,0.612
10,0.18,0.5,0.599,0.541
10,0.18,0.52,0.657,0.604
10,0.18,0.54,0.667,0.526
10,0.18,0.56,0.698,0.433
10,0.18,0.58,0.593,0.579
10,0.18,0.6,0.685,0.428
10,0.18,0.62,0.699,0.491
10,0.18,0.64,0.725,0.552
10,0.18,0.66,0.657,0.619
10,0.18,0.68,0.655,0.556
10,0.18,0.7,0.666,0.585
10,0.18,0.72,0.694,0.512
10,0.18,0.74,0.735,0.545
10,0.18,0.76,0.675,0.587
10,0.18,0.78,0.708,0.548
10,0.18,0.8,0.681,0.6
10,0.18,0.82,0.68,0.562
10,0.18,0.84,0.676,0.483
10,0.18,0.86,0.682,0.448
10,0.18,0.88,0.646,0.519
10,0.18,0.9,0.662,0.592
10,0.18,0.92,0.67,0.619
10,0.18,0.94,0.67,0.601
10,0.18,0.96,0.701,0.484
10,0.18,0.98,0.699,0.578
10,0.18,1,0.645,0.601
10,0.2,0.02,0.692,0.577
10,0.2,0.04,0.631,0.558
10,0.2,0.06,0.711,0.54
10,0.2,0.08,0.693,0.539
10,0.2,0.1,0.715,0.539
10,0.2,0.12,0.701,0.451
10,0.2,0.14,0.697,0.56
10,0.2,0.16,0.641,0.53
10,0.2,0.18,0.721,0.541
10,0.2,0.2,0.682,0.531
10,0.2,0.22,0.647,0.644
10,0.2,0.24,0.727,0.543
10,0.2,0.26,0.709,0.515
10,0.2,0.28,0.687,0.62
10,0.2,0.3,0.701,0.557
10,0.2,0.32,0.668,0.526
10,0.2,0.34,0.677,0.547
10,0.2,0.36,0.719,0.532
10,0.2,0.38,0.723,0.434
10,0.2,0.4,0.684,0.579
10,0.2,0.42,0.667,0.566
10,0.2,0.44,0.707,0.517
10,0.2,0.46,0.707,0.483
10,0.2,0.48,0.684,0.583
10,0.2,0.5,0.685,0.481
10,0.2,0.52,0.662,0.537
10,0.2,0.54,0.695,0.573
10,0.2,0.56,0.721,0.506
10,0.2,0.58,0.684,0.525
10,0.2,0.6,0.708,0.497
10,0.2,0.62,0.687,0.533
10,0.2,0.64,0.708,0.557
10,0.2,0.66,0.678,0.462
10,0.2,0.68,0.682,0.534
10,0.2,0.7,0.668,0.52
10,0.2,0.72,0.697,0.578
10,0.2,0.74,0.661,0.592
10,0.2,0.76,0.688,0.573
10,0.2,0.78,0.7,0.55
10,0.2,0.8,0.663,0.574
10,0.2,0.82,0.677,0.489
10,0.2,0.84,0.705,0.555
10,0.2,0.86,0.715,0.476
10,0.2,0.88,0.627,0.515
10,0.2,0.9,0.594,0.603
10,0.2,0.92,0.696,0.559
10,0.2,0.94,0.561,0.638
10,0.2,0.96,0.686,0.484
10,0.2,0.98,0.653,0.553
10,0.2,1,0.669,0.57
10,0.22,0.02,0.637,0.588
10,0.22,0.04,0.613,0.539
10,0.22,0.06,0.635,0.606
10,0.22,0.08,0.659,0.548
10,0.22,0.1,0.614,0.624
10,0.22,0.12,0.674,0.519
10,0.22,0.14,0.683,0.547
10,0.22,0.16,0.646,0.574
10,0.22,0.18,0.59,0.635
10,0.22,0.2,0.62,0.622
10,0.22,0.22,0.671,0.59
10,0.22,0.24,0.668,0.589
10,0.22,0.26,0.624,0.596
10,0.22,0.28,0.681,0.497
10,0.22,0.3,0.725,0.536
10,0.22,0.32,0.611,0.571
10,0.22,0.34,0.687,0.581
10,0.22,0.36,0.673,0.541
10,0.22,0.38,0.665,0.581
10,0.22,0.4,0.653,0.594
10,0.22,0.42,0.662,0.429
10,0.22,0.44,0.629,0.613
10,0.22,0.46,0.646,0.595
10,0.22,0.48,0.717,0.6
10,0.22,0.5,0.705,0.495
10,0.22,0.52,0.597,0.579
10,0.22,0.54,0.576,0.564
10,0.22,0.56,0.668,0.633
10,0.22,0.58,0.574,0.575
10,0.22,0.6,0.693,0.62
10,0.22,0.62,0.706,0.625
10,0.22,0.64,0.677,0.574
10,0.22,0.66,0.724,0.599
10,0.22,0.68,0.674,0.528
10,0.22,0.7,0.627,0.52
10,0.22,0.72,0.684,0.59
10,0.22,0.74,0.704,0.555
10,0.22,0.76,0.709,0.54
10,0.22,0.78,0.722,0.572
10,0.22,0.8,0.65,0.532
10,0.22,0.82,0.595,0.557
10,0.22,0.84,0.673,0.586
10,0.22,0.86,0.688,0.484
10,0.22,0.88,0.627,0.564
10,0.22,0.9,0.711,0.566
10,0.22,0.92,0.709,0.429
10,0.22,0.94,0.709,0.565
10,0.22,0.96,0.692,0.53
10,0.22,0.98,0.734,0.518
10,0.22,1,0.642,0.575
10,0.24,0.02,0.688,0.611
10,0.24,0.04,0.692,0.45
10,0.24,0.06,0.695,0.538
10,0.24,0.08,0.596,0.624
10,0.24,0.1,0.687,0.582
10,0.24,0.12,0.703,0.497
10,0.24,0.14,0.651,0.594
10,0.24,0.16,0.685,0.534
10,0.24,0.18,0.711,0.531
10,0.24,0.2,0.679,0.568
10,0.24,0.22,0.672,0.514
10,0.24,0.24,0.626,0.485
10,0.24,0.26,0.688,0.506
10,0.24,0.28,0.655,0.523
10,0.24,0.3,0.586,0.57
10,0.24,0.32,0.588,0.552
10,0.24,0.34,0.633,0.527
10,0.24,0.36,0.64,0.534
10,0.24,0.38,0.725,0.534
10,0.24,0.4,0.691,0.53
10,0.24,0.42,0.686,0.534
10,0.24,0.44,0.697,0.564
10,0.24,0.46,0.644,0.459
10,0.24,0.48,0.653,0.553
10,0.24,0.5,0.684,0.574
10,0.24,0.52,0.703,0.547
10,0.24,0.54,0.695,0.518
10,0.24,0.56,0.689,0.634
10,0.24,0.58,0.702,0.602
10,0.24,0.6,0.711,0.536
10,0.24,0.62,0.711,0.563
10,0.24,0.64,0.7,0.496
10,0.24,0.66,0.665,0.616
10,0.24,0.68,0.667,0.563
10,0.24,0.7,0.705,0.545
10,0.24,0.72,0.688,0.5
10,0.24,0.74,0.676,0.574
10,0.24,0.76,0.643,0.563
10,0.24,0.78,0.721,0.593
10,0.24,0.8,0.672,0.625
10,0.24,0.82,0.715,0.515
10,0.24,0.84,0.693,0.615
10,0.24,0.86,0.661,0.57
10,0.24,0.88,0.74,0.594
10,0.24,0.9,0.711,0.581
10,0.24,0.92,0.668,0.565
10,0.24,0.94,0.605,0.575
10,0.24,0.96,0.595,0.431
10,0.24,0.98,0.661,0.586
10,0.24,1,0.607,0.568
10,0.26,0.02,0.693,0.539
10,0.26,0.04,0.633,0.567
10,0.26,0.06,0.571,0.559
10,0.26,0.08,0.663,0.569
10,0.26,0.1,0.728,0.607
10,0.26,0.12,0.698,0.486
10,0.26,0.14,0.689,0.54
10,0.26,0.16,0.647,0.534
10,0.26,0.18,0.678,0.597
10,0.26,0.2,0.709,0.563
10,0.26,0.22,0.684,0.523
10,0.26,0.24,0.682,0.603
10,0.26,0.26,0.702,0.608
10,0.26,0.28,0.596,0.584
10,0.26,0.3,0.693,0.482
10,0.26,0.32,0.608,0.563
10,0.26,0.34,0.625,0.56
10,0.26,0.36,0.596,0.551
10,0.26,0.38,0.687,0.569
10,0.26,0.4,0.686,0.581
10,0.26,0.42,0.659,0.526
10,0.26,0.44,0.723,0.507
10,0.26,0.46,0.575,0.555
10,0.26,0.48,0.605,0.466
10,0.26,0.5,0.673,0.552
10,0.26,0.52,0.723,0.607
10,0.26,0.54,0.7,0.439
10,0.26,0.56,0.616,0.494
10,0.26,0.58,0.662,0.61
10,0.26,0.6,0.626,0.587
10,0.26,0.62,0.606,0.586
10,0.26,0.64,0.708,0.465
10,0.26,0.66,0.644,0.595
10,0.26,0.68,0.719,0.552
10,0.26,0.7,0.65,0.548
10,0.26,0.72,0.703,0.604
10,0.26,0.74,0.658,0.523
10,0.26,0.76,0.671,0.481
10,0.26,0.78,0.709,0.42
10,0.26,0.8,0.62,0.508
10,0.26,0.82,0.613,0.607
10,0.26,0.84,0.614,0.502
10,0.26,0.86,0.62,0.597
10,0.26,0.88,0.598,0.564
10,0.26,0.9,0.637,0.592
10,0.26,0.92,0.67,0.566
10,0.26,0.94,0.677,0.55
10,0.26,0.96,0.672,0.54
10,0.26,0.98,0.593,0.61
10,0.26,1,0.675,0.602
10,0.28,0.02,0.692,0.574
10,0.28,0.04,0.704,0.544
10,0.28,0.06,0.673,0.465
10,0.28,0.08,0.648,0.453
10,0.28,0.1,0.677,0.47
10,0.28,0.12,0.642,0.581
10,0.28,0.14,0.681,0.586
10,0.28,0.16,0.627,0.523
10,0.28,0.18,0.696,0.55
10,0.28,0.2,0.638,0.549
10,0.28,0.22,0.681,0.547
10,0.28,0.24,0.705,0.536
10,0.28,0.26,0.716,0.558
10,0.28,0.28,0.658,0.544
10,0.28,0.3,0.685,0.539
10,0.28,0.32,0.625,0.536
10,0.28,0.34,0.728,0.548
10,0.28,0.36,0.679,0.516
10,0.28,0.38,0.718,0.452
10,0.28,0.4,0.637,0.582
10,0.28,0.42,0.572,0.583
10,0.28,0.44,0.709,0.499
10,0.28,0.46,0.71,0.514
10,0.28,0.48,0.651,0.6
10,0.28,0.5,0.71,0.481
10,0.28,0.52,0.699,0.519
10,0.28,0.54,0.643,0.528
10,0.28,0.56,0.612,0.611
10,0.28,0.58,0.667,0.53
10,0.28,0.6,0.607,0.481
10,0.28,0.62,0.69,0.55
10,0.28,0.64,0.696,0.558
10,0.28,0.66,0.662,0.524
10,0.28,0.68,0.708,0.533
10,0.28,0.7,0.68,0.551
10,0.28,0.72,0.68,0.57
10,0.28,0.74,0.638,0.548
10,0.28,0.76,0.727,0.589
10,0.28,0.78,0.596,0.531
10,0.28,0.8,0.681,0.517
10,0.28,0.82,0.709,0.545
10,0.28,0.84,0.634,0.493
10,0.28,0.86,0.703,0.629
10,0.28,0.88,0.642,0.563
10,0.28,0.9,0.681,0.533
10,0.28,0.92,0.723,0.619
10,0.28,0.94,0.686,0.573
10,0.28,0.96,0.623,0.591
10,0.28,0.98,0.644,0.601
10,0.28,1,0.634,0.603
10,0.3,0.02,0.665,0.572
10,0.3,0.04,0.719,0.523
10,0.3,0.06,0.693,0.574
10,0.3,0.08,0.639,0.535
10,0.3,0.1,0.666,0.569
10,0.3,0.12,0.66,0.621
10,0.3,0.14,0.554,0.615
10,0.3,0.16,0.717,0.588
10,0.3,0.18,0.665,0.585
10,0.3,0.2,0.72,0.596
10,0.3,0.22,0.661,0.553
10,0.3,0.24,0.689,0.505
10,0.3,0.26,0.685,0.592
10,0.3,0.28,0.7,0.473
10,0.3,0.3,0.686,0.538
10,0.3,0.32,0.72,0.477
10,0.3,0.34,0.662,0.507
10,0.3,0.36,0.691,0.526
10,0.3,0.38,0.704,0.534
10,0.3,0.4,0.698,0.474
10,0.3,0.42,0.679,0.523
10,0.3,0.44,0.595,0.64
10,0.3,0.46,0.73,0.523
10,0.3,0.48,0.685,0.527
10,0.3,0.5,0.639,0.603
10,0.3,0.52,0.608,0.614
10,0.3,0.54,0.64,0.505
10,0.3,0.56,0.621,0.584
10,0.3,0.58,0.627,0.523
10,0.3,0.6,0.647,0.578
10,0.3,0.62,0.514,0.562
10,0.3,0.64,0.696,0.583
10,0.3,0.66,0.711,0.503
10,0.3,0.68,0.54,0.585
10,0.3,0.7,0.632,0.572
10,0.3,0.72,0.663,0.579
10,0.3,0.74,0.718,0.554
10,0.3,0.76,0.636,0.508
10,0.3,0.78,0.62,0.537
10,0.3,0.8,0.731,0.472
10,0.3,0.82,0.588,0.557
10,0.3,0.84,0.631,0.562
10,0.3,0.86,0.667,0.565
10,0.3,0.88,0.66,0.519
10,0.3,0.9,0.702,0.53
10,0.3,0.92,0.704,0.58
10,0.3,0.94,0.601,0.578
10,0.3,0.96,0.628,0.579
10,0.3,0.98,0.645,0.592
10,0.3,1,0.658,0.529
10,0.32,0.02,0.634,0.555
10,0.32,0.04,0.681,0.51
10,0.32,0.06,0.706,0.531
10,0.32,0.08,0.688,0.528
10,0.32,0.1,0.629,0.633
10,0.32,0.12,0.698,0.526
10,0.32,0.14,0.64,0.562
10,0.32,0.16,0.633,0.582
10,0.32,0.18,0.661,0.625
10,0.32,0.2,0.676,0.538
10,0.32,0.22,0.627,0.536
10,0.32,0.24,0.677,0.553
10,0.32,0.26,0.668,0.569
10,0.32,0.28,0.675,0.521
10,0.32,0.3,0.693,0.536
10,0.32,0.32,0.69,0.537
10,0.32,0.34,0.681,0.521
10,0.32,0.36,0.657,0.527
10,0.32,0.38,0.703,0.478
10,0.32,0.4,0.696,0.513
10,0.32,0.42,0.68,0.572
10,0.32,0.44,0.676,0.578
10,0.32,0.46,0.652,0.447
10,0.32,0.48,0.61,0.52
10,0.32,0.5,0.657,0.541
10,0.32,0.52,0.642,0.515
10,0.32,0.54,0.664,0.59
10,0.32,0.56,0.605,0.591
10,0.32,0.58,0.672,0.549
10,0.32,0.6,0.682,0.496
10,0.32,0.62,0.625,0.571
10,0.32,0.64,0.653,0.568
10,0.32,0.66,0.656,0.602
10,0.32,0.68,0.692,0.477
10,0.32,0.7,0.654,0.554
10,0.32,0.72,0.699,0.557
10,0.32,0.74,0.652,0.526
10,0.32,0.76,0.576,0.563
10,0.32,0.78,0.669,0.553
10,0.32,0.8,0.604,0.618
10,0.32,0.82,0.666,0.574
10,0.32,0.84,0.613,0.571
10,0.32,0.86,0.68,0.619
10,0.32,0.88,0.666,0.513
10,0.32,0.9,0.674,0.574
10,0.32,0.92,0.659,0.522
10,0.32,0.94,0.665,0.554
10,0.32,0.96,0.697,0.52
10,0.32,0.98,0.72,0.557
10,0.32,1,0.67,0.503
10,0.34,0.02,0.651,0.448
10,0.34,0.04,0.666,0.523
10,0.34,0.06,0.644,0.58
10,0.34,0.08,0.68,0.598
10,0.34,0.1,0.671,0.567
10,0.34,0.12,0.633,0.574
10,0.34,0.14,0.675,0.49
10,0.34,0.16,0.646,0.46
10,0.34,0.18,0.622,0.458
10,0.34,0.2,0.65,0.577
10,0.34,0.22,0.634,0.522
10,0.34,0.24,0.613,0.598
10,0.34,0.26,0.704,0.482
10,0.34,0.28,0.594,0.601
10,0.34,0.3,0.612,0.568
10,0.34,0.32,0.697,0.52
10,0.34,0.34,0.667,0.512
10,0.34,0.36,0.591,0.6
10,0.34,0.38,0.697,0.485
10,0.34,0.4,0.685,0.479
10,0.34,0.42,0.658,0.568
10,0.34,0.44,0.705,0.507
10,0.34,0.46,0.705,0.587
10,0.34,0.48,0.593,0.584
10,0.34,0.5,0.643,0.525
10,0.34,0.52,0.647,0.51
10,0.34,0.54,0.637,0.527
10,0.34,0.56,0.712,0.513
10,0.34,0.58,0.676,0.526
10,0.34,0.6,0.558,0.584
10,0.34,0.62,0.656,0.543
10,0.34,0.64,0.66,0.511
10,0.34,0.66,0.672,0.453
10,0.34,0.68,0.671,0.524
10,0.34,0.7,0.689,0.522
10,0.34,0.72,0.713,0.589
10,0.34,0.74,0.714,0.513
10,0.34,0.76,0.694,0.532
10,0.34,0.78,0.638,0.612
10,0.34,0.8,0.627,0.594
10,0.34,0.82,0.678,0.573
10,0.34,0.84,0.711,0.58
10,0.34,0.86,0.648,0.553
10,0.34,0.88,0.697,0.399
10,0.34,0.9,0.657,0.608
10,0.34,0.92,0.69,0.554
10,0.34,0.94,0.618,0.564
10,0.34,0.96,0.695,0.576
10,0.34,0.98,0.665,0.5
10,0.34,1,0.66,0.513
10,0.36,0.02,0.689,0.55
10,0.36,0.04,0.692,0.539
10,0.36,0.06,0.717,0.526
10,0.36,0.08,0.706,0.582
10,0.36,0.1,0.633,0.609
10,0.36,0.12,0.658,0.519
10,0.36,0.14,0.658,0.557
10,0.36,0.16,0.668,0.533
10,0.36,0.18,0.647,0.614
10,0.36,0.2,0.595,0.558
10,0.36,0.22,0.717,0.58
10,0.36,0.24,0.545,0.601
10,0.36,0.26,0.601,0.509
10,0.36,0.28,0.672,0.553
10,0.36,0.3,0.685,0.559
10,0.36,0.32,0.704,0.538
10,0.36,0.34,0.674,0.516
10,0.36,0.36,0.619,0.577
10,0.36,0.38,0.631,0.521
10,0.36,0.4,0.66,0.537
10,0.36,0.42,0.739,0.56
10,0.36,0.44,0.67,0.571
10,0.36,0.46,0.695,0.54
10,0.36,0.48,0.684,0.586
10,0.36,0.5,0.687,0.554
10,0.36,0.52,0.617,0.571
10,0.36,0.54,0.642,0.506
10,0.36,0.56,0.556,0.559
10,0.36,0.58,0.669,0.462
10,0.36,0.6,0.683,0.51
10,0.36,0.62,0.664,0.521
10,0.36,0.64,0.614,0.54
10,0.36,0.66,0.677,0.606
10,0.36,0.68,0.608,0.581
10,0.36,0.7,0.704,0.574
10,0.36,0.72,0.686,0.549
10,0.36,0.74,0.717,0.464
10,0.36,0.76,0.645,0.575
10,0.36,0.78,0.669,0.54
10,0.36,0.8,0.677,0.533
10,0.36,0.82,0.671,0.504
10,0.36,0.84,0.677,0.565
10,0.36,0.86,0.594,0.519
10,0.36,0.88,0.677,0.582
10,0.36,0.9,0.629,0.606
10,0.36,0.92,0.635,0.541
10,0.36,0.94,0.702,0.542
10,0.36,0.96,0.706,0.477
10,0.36,0.98,0.681,0.471
10,0.36,1,0.579,0.555
10,0.38,0.02,0.681,0.475
10,0.38,0.04,0.69,0.49
10,0.38,0.06,0.618,0.6
10,0.38,0.08,0.562,0.602
10,0.38,0.1,0.681,0.504
10,0.38,0.12,0.713,0.519
10,0.38,0.14,0.559,0.524
10,0.38,0.16,0.629,0.584
10,0.38,0.18,0.657,0.574
10,0.38,0.2,0.642,0.517
10,0.38,0.22,0.584,0.525
10,0.38,0.24,0.608,0.576
10,0.38,0.26,0.669,0.531
10,0.38,0.28,0.671,0.563
10,0.38,0.3,0.661,0.411
10,0.38,0.32,0.625,0.548
10,0.38,0.34,0.674,0.573
10,0.38,0.36,0.666,0.568
10,0.38,0.38,0.648,0.555
10,0.38,0.4,0.571,0.585
10,0.38,0.42,0.691,0.561
10,0.38,0.44,0.641,0.532
10,0.38,0.46,0.675,0.557
10,0.38,0.48,0.647,0.554
10,0.38,0.5,0.595,0.571
10,0.38,0.52,0.602,0.594
10,0.38,0.54,0.683,0.499
10,0.38,0.56,0.653,0.606
10,0.38,0.58,0.644,0.57
10,0.38,0.6,0.671,0.611
10,0.38,0.62,0.64,0.55
10,0.38,0.64,0.651,0.582
10,0.38,0.66,0.711,0.533
10,0.38,0.68,0.701,0.583
10,0.38,0.7,0.667,0.526
10,0.38,0.72,0.707,0.528
10,0.38,0.74,0.643,0.583
10,0.38,0.76,0.683,0.535
10,0.38,0.78,0.658,0.571
10,0.38,0.8,0.686,0.451
10,0.38,0.82,0.695,0.508
10,0.38,0.84,0.666,0.558
10,0.38,0.86,0.627,0.543
10,0.38,0.88,0.657,0.589
10,0.38,0.9,0.644,0.547
10,0.38,0.92,0.629,0.546
10,0.38,0.94,0.715,0.599
10,0.38,0.96,0.719,0.52
10,0.38,0.98,0.561,0.623
10,0.38,1,0.677,0.566
10,0.4,0.02,0.696,0.505
10,0.4,0.04,0.648,0.5
10,0.4,0.06,0.713,0.54
