"Repeat","alpha","lamda1","rho_A.l.","rho_I.l."
3,0.86,0.12,0.598,0.553
3,0.86,0.14,0.517,0.474
3,0.86,0.16,0.661,0.478
3,0.86,0.18,0.616,0.523
3,0.86,0.2,0.539,0.456
3,0.86,0.22,0.551,0.513
3,0.86,0.24,0.583,0.476
3,0.86,0.26,0.55,0.563
3,0.86,0.28,0.544,0.469
3,0.86,0.3,0.559,0.495
3,0.86,0.32,0.564,0.493
3,0.86,0.34,0.57,0.46
3,0.86,0.36,0.621,0.504
3,0.86,0.38,0.604,0.494
3,0.86,0.4,0.576,0.541
3,0.86,0.42,0.527,0.531
3,0.86,0.44,0.597,0.533
3,0.86,0.46,0.593,0.552
3,0.86,0.48,0.649,0.445
3,0.86,0.5,0.624,0.513
3,0.86,0.52,0.602,0.478
3,0.86,0.54,0.494,0.538
3,0.86,0.56,0.57,0.458
3,0.86,0.58,0.566,0.507
3,0.86,0.6,0.622,0.523
3,0.86,0.62,0.617,0.416
3,0.86,0.64,0.545,0.507
3,0.86,0.66,0.631,0.513
3,0.86,0.68,0.629,0.454
3,0.86,0.7,0.599,0.514
3,0.86,0.72,0.594,0.434
3,0.86,0.74,0.522,0.429
3,0.86,0.76,0.523,0.49
3,0.86,0.78,0.583,0.526
3,0.86,0.8,0.593,0.51
3,0.86,0.82,0.546,0.509
3,0.86,0.84,0.606,0.415
3,0.86,0.86,0.604,0.491
3,0.86,0.88,0.63,0.429
3,0.86,0.9,0.618,0.448
3,0.86,0.92,0.554,0.39
3,0.86,0.94,0.607,0.528
3,0.86,0.96,0.548,0.491
3,0.86,0.98,0.666,0.408
3,0.86,1,0.568,0.549
3,0.88,0.02,0.626,0.446
3,0.88,0.04,0.592,0.392
3,0.88,0.06,0.593,0.352
3,0.88,0.08,0.582,0.459
3,0.88,0.1,0.562,0.507
3,0.88,0.12,0.573,0.464
3,0.88,0.14,0.543,0.401
3,0.88,0.16,0.613,0.371
3,0.88,0.18,0.625,0.436
3,0.88,0.2,0.604,0.489
3,0.88,0.22,0.595,0.501
3,0.88,0.24,0.634,0.382
3,0.88,0.26,0.585,0.506
3,0.88,0.28,0.565,0.49
3,0.88,0.3,0.556,0.408
3,0.88,0.32,0.615,0.459
3,0.88,0.34,0.628,0.419
3,0.88,0.36,0.5,0.524
3,0.88,0.38,0.53,0.515
3,0.88,0.4,0.572,0.492
3,0.88,0.42,0.608,0.458
3,0.88,0.44,0.545,0.519
3,0.88,0.46,0.521,0.533
3,0.88,0.48,0.571,0.449
3,0.88,0.5,0.595,0.538
3,0.88,0.52,0.604,0.485
3,0.88,0.54,0.621,0.441
3,0.88,0.56,0.61,0.505
3,0.88,0.58,0.644,0.458
3,0.88,0.6,0.548,0.489
3,0.88,0.62,0.601,0.444
3,0.88,0.64,0.544,0.5
3,0.88,0.66,0.613,0.51
3,0.88,0.68,0.576,0.5
3,0.88,0.7,0.645,0.422
3,0.88,0.72,0.553,0.526
3,0.88,0.74,0.533,0.515
3,0.88,0.76,0.521,0.473
3,0.88,0.78,0.604,0.478
3,0.88,0.8,0.591,0.48
3,0.88,0.82,0.602,0.527
3,0.88,0.84,0.53,0.504
3,0.88,0.86,0.516,0.428
3,0.88,0.88,0.571,0.478
3,0.88,0.9,0.556,0.507
3,0.88,0.92,0.564,0.533
3,0.88,0.94,0.6,0.529
3,0.88,0.96,0.554,0.46
3,0.88,0.98,0.605,0.416
3,0.88,1,0.608,0.413
3,0.9,0.02,0.594,0.492
3,0.9,0.04,0.595,0.548
3,0.9,0.06,0.609,0.449
3,0.9,0.08,0.612,0.441
3,0.9,0.1,0.595,0.515
3,0.9,0.12,0.55,0.544
3,0.9,0.14,0.578,0.438
3,0.9,0.16,0.549,0.532
3,0.9,0.18,0.579,0.53
3,0.9,0.2,0.558,0.458
3,0.9,0.22,0.547,0.488
3,0.9,0.24,0.569,0.507
3,0.9,0.26,0.589,0.536
3,0.9,0.28,0.631,0.476
3,0.9,0.3,0.587,0.414
3,0.9,0.32,0.56,0.536
3,0.9,0.34,0.574,0.407
3,0.9,0.36,0.609,0.5
3,0.9,0.38,0.652,0.455
3,0.9,0.4,0.574,0.473
3,0.9,0.42,0.505,0.485
3,0.9,0.44,0.616,0.465
3,0.9,0.46,0.612,0.474
3,0.9,0.48,0.552,0.418
3,0.9,0.5,0.617,0.516
3,0.9,0.52,0.62,0.436
3,0.9,0.54,0.58,0.354
3,0.9,0.56,0.594,0.524
3,0.9,0.58,0.615,0.429
3,0.9,0.6,0.559,0.507
3,0.9,0.62,0.605,0.495
3,0.9,0.64,0.625,0.469
3,0.9,0.66,0.586,0.423
3,0.9,0.68,0.581,0.439
3,0.9,0.7,0.617,0.481
3,0.9,0.72,0.606,0.504
3,0.9,0.74,0.632,0.442
3,0.9,0.76,0.608,0.472
3,0.9,0.78,0.514,0.487
3,0.9,0.8,0.612,0.459
3,0.9,0.82,0.593,0.397
3,0.9,0.84,0.626,0.456
3,0.9,0.86,0.535,0.5
3,0.9,0.88,0.537,0.436
3,0.9,0.9,0.588,0.416
3,0.9,0.92,0.624,0.425
3,0.9,0.94,0.64,0.518
3,0.9,0.96,0.592,0.49
3,0.9,0.98,0.547,0.508
3,0.9,1,0.622,0.376
3,0.92,0.02,0.617,0.456
3,0.92,0.04,0.579,0.47
3,0.92,0.06,0.585,0.492
3,0.92,0.08,0.554,0.411
3,0.92,0.1,0.56,0.527
3,0.92,0.12,0.559,0.469
3,0.92,0.14,0.517,0.477
3,0.92,0.16,0.507,0.456
3,0.92,0.18,0.626,0.418
3,0.92,0.2,0.566,0.536
3,0.92,0.22,0.505,0.471
3,0.92,0.24,0.543,0.473
3,0.92,0.26,0.61,0.423
3,0.92,0.28,0.594,0.443
3,0.92,0.3,0.613,0.435
3,0.92,0.32,0.613,0.413
3,0.92,0.34,0.602,0.415
3,0.92,0.36,0.544,0.445
3,0.92,0.38,0.604,0.528
3,0.92,0.4,0.539,0.527
3,0.92,0.42,0.619,0.412
3,0.92,0.44,0.554,0.491
3,0.92,0.46,0.602,0.512
3,0.92,0.48,0.538,0.407
3,0.92,0.5,0.501,0.525
3,0.92,0.52,0.599,0.449
3,0.92,0.54,0.559,0.532
3,0.92,0.56,0.613,0.405
3,0.92,0.58,0.539,0.376
3,0.92,0.6,0.58,0.442
3,0.92,0.62,0.622,0.457
3,0.92,0.64,0.6,0.459
3,0.92,0.66,0.577,0.447
3,0.92,0.68,0.614,0.495
3,0.92,0.7,0.56,0.478
3,0.92,0.72,0.575,0.473
3,0.92,0.74,0.6,0.526
3,0.92,0.76,0.476,0.493
3,0.92,0.78,0.643,0.509
3,0.92,0.8,0.582,0.429
3,0.92,0.82,0.566,0.468
3,0.92,0.84,0.613,0.495
3,0.92,0.86,0.592,0.433
3,0.92,0.88,0.559,0.505
3,0.92,0.9,0.565,0.491
3,0.92,0.92,0.532,0.544
3,0.92,0.94,0.593,0.412
3,0.92,0.96,0.562,0.483
3,0.92,0.98,0.632,0.444
3,0.92,1,0.57,0.488
3,0.94,0.02,0.526,0.433
3,0.94,0.04,0.451,0.472
3,0.94,0.06,0.589,0.455
3,0.94,0.08,0.585,0.451
3,0.94,0.1,0.573,0.433
3,0.94,0.12,0.566,0.501
3,0.94,0.14,0.634,0.415
3,0.94,0.16,0.574,0.448
3,0.94,0.18,0.58,0.499
3,0.94,0.2,0.614,0.361
3,0.94,0.22,0.564,0.488
3,0.94,0.24,0.621,0.426
3,0.94,0.26,0.562,0.459
3,0.94,0.28,0.571,0.512
3,0.94,0.3,0.626,0.446
3,0.94,0.32,0.631,0.435
3,0.94,0.34,0.48,0.486
3,0.94,0.36,0.546,0.442
3,0.94,0.38,0.577,0.427
3,0.94,0.4,0.626,0.505
3,0.94,0.42,0.555,0.472
3,0.94,0.44,0.506,0.423
3,0.94,0.46,0.587,0.491
3,0.94,0.48,0.517,0.513
3,0.94,0.5,0.585,0.408
3,0.94,0.52,0.616,0.423
3,0.94,0.54,0.611,0.48
3,0.94,0.56,0.607,0.452
3,0.94,0.58,0.555,0.479
3,0.94,0.6,0.586,0.481
3,0.94,0.62,0.55,0.508
3,0.94,0.64,0.571,0.4
3,0.94,0.66,0.553,0.478
3,0.94,0.68,0.616,0.469
3,0.94,0.7,0.593,0.499
3,0.94,0.72,0.587,0.459
3,0.94,0.74,0.513,0.519
3,0.94,0.76,0.544,0.45
3,0.94,0.78,0.596,0.431
3,0.94,0.8,0.598,0.474
3,0.94,0.82,0.601,0.406
3,0.94,0.84,0.548,0.503
3,0.94,0.86,0.563,0.424
3,0.94,0.88,0.62,0.439
3,0.94,0.9,0.586,0.464
3,0.94,0.92,0.574,0.463
3,0.94,0.94,0.557,0.431
3,0.94,0.96,0.619,0.465
3,0.94,0.98,0.556,0.462
3,0.94,1,0.597,0.497
3,0.96,0.02,0.562,0.434
3,0.96,0.04,0.583,0.489
3,0.96,0.06,0.528,0.44
3,0.96,0.08,0.627,0.446
3,0.96,0.1,0.512,0.44
3,0.96,0.12,0.619,0.45
3,0.96,0.14,0.581,0.437
3,0.96,0.16,0.586,0.422
3,0.96,0.18,0.557,0.527
3,0.96,0.2,0.564,0.43
3,0.96,0.22,0.594,0.462
3,0.96,0.24,0.502,0.523
3,0.96,0.26,0.534,0.498
3,0.96,0.28,0.617,0.425
3,0.96,0.3,0.574,0.431
3,0.96,0.32,0.599,0.467
3,0.96,0.34,0.596,0.493
3,0.96,0.36,0.524,0.476
3,0.96,0.38,0.576,0.47
3,0.96,0.4,0.524,0.459
3,0.96,0.42,0.622,0.445
3,0.96,0.44,0.567,0.495
3,0.96,0.46,0.538,0.474
3,0.96,0.48,0.553,0.497
3,0.96,0.5,0.558,0.416
3,0.96,0.52,0.495,0.543
3,0.96,0.54,0.588,0.356
3,0.96,0.56,0.584,0.473
3,0.96,0.58,0.582,0.463
3,0.96,0.6,0.564,0.514
3,0.96,0.62,0.589,0.42
3,0.96,0.64,0.552,0.499
3,0.96,0.66,0.606,0.415
3,0.96,0.68,0.561,0.443
3,0.96,0.7,0.561,0.478
3,0.96,0.72,0.562,0.465
3,0.96,0.74,0.558,0.487
3,0.96,0.76,0.506,0.505
3,0.96,0.78,0.611,0.445
3,0.96,0.8,0.567,0.483
3,0.96,0.82,0.625,0.432
3,0.96,0.84,0.596,0.461
3,0.96,0.86,0.564,0.486
3,0.96,0.88,0.541,0.499
3,0.96,0.9,0.602,0.49
3,0.96,0.92,0.591,0.401
3,0.96,0.94,0.56,0.456
3,0.96,0.96,0.62,0.515
3,0.96,0.98,0.581,0.494
3,0.96,1,0.489,0.474
3,0.98,0.02,0.596,0.395
3,0.98,0.04,0.607,0.461
3,0.98,0.06,0.583,0.41
3,0.98,0.08,0.584,0.48
3,0.98,0.1,0.605,0.461
3,0.98,0.12,0.532,0.52
3,0.98,0.14,0.524,0.466
3,0.98,0.16,0.557,0.438
3,0.98,0.18,0.572,0.434
3,0.98,0.2,0.598,0.408
3,0.98,0.22,0.57,0.463
3,0.98,0.24,0.579,0.402
3,0.98,0.26,0.562,0.458
3,0.98,0.28,0.572,0.367
3,0.98,0.3,0.574,0.459
3,0.98,0.32,0.621,0.46
3,0.98,0.34,0.594,0.495
3,0.98,0.36,0.638,0.44
3,0.98,0.38,0.583,0.486
3,0.98,0.4,0.529,0.462
3,0.98,0.42,0.511,0.46
3,0.98,0.44,0.579,0.502
3,0.98,0.46,0.597,0.492
3,0.98,0.48,0.559,0.451
3,0.98,0.5,0.611,0.411
3,0.98,0.52,0.536,0.495
3,0.98,0.54,0.598,0.394
3,0.98,0.56,0.582,0.455
3,0.98,0.58,0.535,0.408
3,0.98,0.6,0.59,0.482
3,0.98,0.62,0.632,0.486
3,0.98,0.64,0.624,0.49
3,0.98,0.66,0.585,0.434
3,0.98,0.68,0.561,0.49
3,0.98,0.7,0.581,0.481
3,0.98,0.72,0.547,0.493
3,0.98,0.74,0.577,0.471
3,0.98,0.76,0.563,0.495
3,0.98,0.78,0.542,0.446
3,0.98,0.8,0.544,0.507
3,0.98,0.82,0.544,0.442
3,0.98,0.84,0.616,0.484
3,0.98,0.86,0.551,0.462
3,0.98,0.88,0.53,0.453
3,0.98,0.9,0.57,0.391
3,0.98,0.92,0.591,0.445
3,0.98,0.94,0.582,0.395
3,0.98,0.96,0.551,0.428
3,0.98,0.98,0.552,0.477
3,0.98,1,0.558,0.461
3,1,0.02,0.515,0.487
3,1,0.04,0.595,0.526
3,1,0.06,0.571,0.489
3,1,0.08,0.622,0.46
3,1,0.1,0.532,0.504
3,1,0.12,0.568,0.441
3,1,0.14,0.581,0.463
3,1,0.16,0.545,0.418
3,1,0.18,0.597,0.399
3,1,0.2,0.532,0.437
3,1,0.22,0.6,0.414
3,1,0.24,0.582,0.47
3,1,0.26,0.529,0.513
3,1,0.28,0.617,0.46
3,1,0.3,0.573,0.456
3,1,0.32,0.577,0.438
3,1,0.34,0.542,0.476
3,1,0.36,0.495,0.495
3,1,0.38,0.521,0.466
3,1,0.4,0.502,0.495
3,1,0.42,0.592,0.431
3,1,0.44,0.594,0.536
3,1,0.46,0.572,0.432
3,1,0.48,0.55,0.419
3,1,0.5,0.519,0.476
3,1,0.52,0.603,0.384
3,1,0.54,0.627,0.461
3,1,0.56,0.604,0.39
3,1,0.58,0.574,0.494
3,1,0.6,0.547,0.464
3,1,0.62,0.559,0.433
3,1,0.64,0.57,0.369
3,1,0.66,0.597,0.433
3,1,0.68,0.58,0.529
3,1,0.7,0.603,0.487
3,1,0.72,0.583,0.514
3,1,0.74,0.554,0.485
3,1,0.76,0.51,0.446
3,1,0.78,0.531,0.511
3,1,0.8,0.595,0.463
3,1,0.82,0.546,0.501
3,1,0.84,0.554,0.467
3,1,0.86,0.489,0.463
3,1,0.88,0.564,0.388
3,1,0.9,0.543,0.475
3,1,0.92,0.565,0.462
3,1,0.94,0.465,0.469
3,1,0.96,0.627,0.41
3,1,0.98,0.559,0.434
3,1,1,0.459,0.491
4,0.02,0.02,0.663,0.651
4,0.02,0.04,0.697,0.49
4,0.02,0.06,0.667,0.567
4,0.02,0.08,0.722,0.583
4,0.02,0.1,0.687,0.585
4,0.02,0.12,0.739,0.376
4,0.02,0.14,0.638,0.529
4,0.02,0.16,0.701,0.574
4,0.02,0.18,0.674,0.529
4,0.02,0.2,0.664,0.575
4,0.02,0.22,0.674,0.602
4,0.02,0.24,0.667,0.601
4,0.02,0.26,0.682,0.637
4,0.02,0.28,0.745,0.503
4,0.02,0.3,0.686,0.525
4,0.02,0.32,0.689,0.555
4,0.02,0.34,0.626,0.623
4,0.02,0.36,0.737,0.613
4,0.02,0.38,0.669,0.592
4,0.02,0.4,0.705,0.512
4,0.02,0.42,0.661,0.562
4,0.02,0.44,0.695,0.621
4,0.02,0.46,0.681,0.591
4,0.02,0.48,0.685,0.561
4,0.02,0.5,0.63,0.564
4,0.02,0.52,0.642,0.626
4,0.02,0.54,0.67,0.62
4,0.02,0.56,0.636,0.597
4,0.02,0.58,0.678,0.521
4,0.02,0.6,0.715,0.575
4,0.02,0.62,0.742,0.61
4,0.02,0.64,0.671,0.619
4,0.02,0.66,0.675,0.642
4,0.02,0.68,0.682,0.653
4,0.02,0.7,0.727,0.648
4,0.02,0.72,0.664,0.58
4,0.02,0.74,0.69,0.542
4,0.02,0.76,0.702,0.564
4,0.02,0.78,0.726,0.592
4,0.02,0.8,0.725,0.512
4,0.02,0.82,0.695,0.555
4,0.02,0.84,0.748,0.62
4,0.02,0.86,0.698,0.568
4,0.02,0.88,0.743,0.644
4,0.02,0.9,0.68,0.627
4,0.02,0.92,0.724,0.567
4,0.02,0.94,0.608,0.602
4,0.02,0.96,0.642,0.599
4,0.02,0.98,0.595,0.654
4,0.02,1,0.673,0.574
4,0.04,0.02,0.709,0.584
4,0.04,0.04,0.707,0.575
4,0.04,0.06,0.747,0.57
4,0.04,0.08,0.731,0.619
4,0.04,0.1,0.696,0.632
4,0.04,0.12,0.728,0.489
4,0.04,0.14,0.7,0.539
4,0.04,0.16,0.695,0.592
4,0.04,0.18,0.696,0.554
4,0.04,0.2,0.67,0.556
4,0.04,0.22,0.699,0.619
4,0.04,0.24,0.666,0.548
4,0.04,0.26,0.707,0.578
4,0.04,0.28,0.701,0.585
4,0.04,0.3,0.602,0.628
4,0.04,0.32,0.608,0.582
4,0.04,0.34,0.728,0.626
4,0.04,0.36,0.689,0.606
4,0.04,0.38,0.674,0.566
4,0.04,0.4,0.674,0.477
4,0.04,0.42,0.701,0.584
4,0.04,0.44,0.73,0.599
4,0.04,0.46,0.66,0.607
4,0.04,0.48,0.716,0.575
4,0.04,0.5,0.71,0.434
4,0.04,0.52,0.673,0.595
4,0.04,0.54,0.669,0.485
4,0.04,0.56,0.704,0.537
4,0.04,0.58,0.729,0.545
4,0.04,0.6,0.726,0.507
4,0.04,0.62,0.636,0.644
4,0.04,0.64,0.656,0.521
4,0.04,0.66,0.683,0.57
4,0.04,0.68,0.716,0.585
4,0.04,0.7,0.674,0.626
4,0.04,0.72,0.752,0.589
4,0.04,0.74,0.719,0.559
4,0.04,0.76,0.699,0.567
4,0.04,0.78,0.704,0.534
4,0.04,0.8,0.717,0.549
4,0.04,0.82,0.714,0.599
4,0.04,0.84,0.708,0.502
4,0.04,0.86,0.722,0.571
4,0.04,0.88,0.686,0.53
4,0.04,0.9,0.693,0.599
4,0.04,0.92,0.691,0.609
4,0.04,0.94,0.709,0.598
4,0.04,0.96,0.735,0.577
4,0.04,0.98,0.687,0.537
4,0.04,1,0.727,0.602
4,0.06,0.02,0.744,0.516
4,0.06,0.04,0.742,0.552
4,0.06,0.06,0.691,0.622
4,0.06,0.08,0.676,0.582
4,0.06,0.1,0.714,0.549
4,0.06,0.12,0.592,0.6
4,0.06,0.14,0.677,0.556
4,0.06,0.16,0.733,0.561
4,0.06,0.18,0.646,0.6
4,0.06,0.2,0.705,0.592
4,0.06,0.22,0.642,0.588
4,0.06,0.24,0.728,0.604
4,0.06,0.26,0.728,0.54
4,0.06,0.28,0.569,0.583
4,0.06,0.3,0.651,0.571
4,0.06,0.32,0.629,0.59
4,0.06,0.34,0.684,0.557
4,0.06,0.36,0.666,0.641
4,0.06,0.38,0.73,0.616
4,0.06,0.4,0.656,0.592
4,0.06,0.42,0.662,0.609
4,0.06,0.44,0.661,0.555
4,0.06,0.46,0.733,0.609
4,0.06,0.48,0.74,0.468
4,0.06,0.5,0.732,0.552
4,0.06,0.52,0.707,0.539
4,0.06,0.54,0.676,0.592
4,0.06,0.56,0.705,0.548
4,0.06,0.58,0.635,0.59
4,0.06,0.6,0.668,0.56
4,0.06,0.62,0.637,0.513
4,0.06,0.64,0.744,0.61
4,0.06,0.66,0.731,0.508
4,0.06,0.68,0.728,0.549
4,0.06,0.7,0.61,0.632
4,0.06,0.72,0.657,0.577
4,0.06,0.74,0.666,0.537
4,0.06,0.76,0.718,0.487
4,0.06,0.78,0.646,0.594
4,0.06,0.8,0.712,0.582
4,0.06,0.82,0.599,0.627
4,0.06,0.84,0.614,0.567
4,0.06,0.86,0.711,0.557
4,0.06,0.88,0.734,0.448
4,0.06,0.9,0.712,0.584
4,0.06,0.92,0.651,0.608
4,0.06,0.94,0.589,0.62
4,0.06,0.96,0.694,0.505
4,0.06,0.98,0.689,0.46
4,0.06,1,0.622,0.548
4,0.08,0.02,0.723,0.638
4,0.08,0.04,0.72,0.604
4,0.08,0.06,0.673,0.597
4,0.08,0.08,0.663,0.601
4,0.08,0.1,0.66,0.539
4,0.08,0.12,0.655,0.588
4,0.08,0.14,0.675,0.598
4,0.08,0.16,0.705,0.631
4,0.08,0.18,0.707,0.58
4,0.08,0.2,0.648,0.6
4,0.08,0.22,0.705,0.6
4,0.08,0.24,0.676,0.557
4,0.08,0.26,0.651,0.539
4,0.08,0.28,0.616,0.562
4,0.08,0.3,0.69,0.535
4,0.08,0.32,0.72,0.56
4,0.08,0.34,0.676,0.548
4,0.08,0.36,0.693,0.633
4,0.08,0.38,0.662,0.59
4,0.08,0.4,0.737,0.597
4,0.08,0.42,0.653,0.573
4,0.08,0.44,0.742,0.499
4,0.08,0.46,0.688,0.578
4,0.08,0.48,0.662,0.544
4,0.08,0.5,0.663,0.535
4,0.08,0.52,0.673,0.593
4,0.08,0.54,0.623,0.564
4,0.08,0.56,0.722,0.622
4,0.08,0.58,0.71,0.595
4,0.08,0.6,0.662,0.612
4,0.08,0.62,0.664,0.611
4,0.08,0.64,0.597,0.6
4,0.08,0.66,0.717,0.622
4,0.08,0.68,0.743,0.556
4,0.08,0.7,0.613,0.589
4,0.08,0.72,0.66,0.585
4,0.08,0.74,0.678,0.532
4,0.08,0.76,0.706,0.551
4,0.08,0.78,0.75,0.497
4,0.08,0.8,0.716,0.568
4,0.08,0.82,0.637,0.537
4,0.08,0.84,0.65,0.582
4,0.08,0.86,0.699,0.565
4,0.08,0.88,0.743,0.56
4,0.08,0.9,0.712,0.511
4,0.08,0.92,0.663,0.541
4,0.08,0.94,0.561,0.586
4,0.08,0.96,0.728,0.61
4,0.08,0.98,0.711,0.608
4,0.08,1,0.697,0.589
4,0.1,0.02,0.63,0.585
4,0.1,0.04,0.714,0.584
4,0.1,0.06,0.726,0.612
4,0.1,0.08,0.707,0.54
4,0.1,0.1,0.7,0.418
4,0.1,0.12,0.638,0.503
4,0.1,0.14,0.701,0.567
4,0.1,0.16,0.58,0.625
4,0.1,0.18,0.607,0.639
4,0.1,0.2,0.706,0.613
4,0.1,0.22,0.701,0.543
4,0.1,0.24,0.697,0.482
4,0.1,0.26,0.668,0.582
4,0.1,0.28,0.667,0.59
4,0.1,0.3,0.717,0.588
4,0.1,0.32,0.704,0.539
4,0.1,0.34,0.697,0.607
4,0.1,0.36,0.609,0.594
4,0.1,0.38,0.678,0.571
4,0.1,0.4,0.661,0.619
4,0.1,0.42,0.703,0.565
4,0.1,0.44,0.761,0.557
4,0.1,0.46,0.712,0.543
4,0.1,0.48,0.661,0.601
4,0.1,0.5,0.631,0.626
4,0.1,0.52,0.725,0.639
4,0.1,0.54,0.678,0.577
4,0.1,0.56,0.652,0.576
4,0.1,0.58,0.757,0.52
4,0.1,0.6,0.724,0.515
4,0.1,0.62,0.711,0.429
4,0.1,0.64,0.667,0.588
4,0.1,0.66,0.614,0.593
4,0.1,0.68,0.731,0.582
4,0.1,0.7,0.677,0.578
4,0.1,0.72,0.71,0.648
4,0.1,0.74,0.727,0.618
4,0.1,0.76,0.611,0.595
4,0.1,0.78,0.724,0.534
4,0.1,0.8,0.693,0.57
4,0.1,0.82,0.7,0.483
4,0.1,0.84,0.73,0.624
4,0.1,0.86,0.734,0.588
4,0.1,0.88,0.667,0.545
4,0.1,0.9,0.686,0.573
4,0.1,0.92,0.73,0.57
4,0.1,0.94,0.629,0.626
4,0.1,0.96,0.731,0.426
4,0.1,0.98,0.65,0.604
4,0.1,1,0.614,0.576
4,0.12,0.02,0.707,0.439
4,0.12,0.04,0.651,0.617
4,0.12,0.06,0.693,0.553
4,0.12,0.08,0.707,0.598
4,0.12,0.1,0.664,0.586
4,0.12,0.12,0.6,0.508
4,0.12,0.14,0.665,0.633
4,0.12,0.16,0.678,0.572
4,0.12,0.18,0.6,0.58
4,0.12,0.2,0.628,0.568
4,0.12,0.22,0.648,0.552
4,0.12,0.24,0.694,0.591
4,0.12,0.26,0.759,0.469
4,0.12,0.28,0.682,0.528
4,0.12,0.3,0.747,0.563
4,0.12,0.32,0.667,0.538
4,0.12,0.34,0.645,0.608
4,0.12,0.36,0.676,0.568
4,0.12,0.38,0.688,0.565
4,0.12,0.4,0.603,0.511
4,0.12,0.42,0.656,0.589
4,0.12,0.44,0.701,0.58
4,0.12,0.46,0.695,0.536
4,0.12,0.48,0.61,0.56
4,0.12,0.5,0.629,0.586
4,0.12,0.52,0.694,0.54
4,0.12,0.54,0.724,0.505
4,0.12,0.56,0.618,0.547
4,0.12,0.58,0.669,0.524
4,0.12,0.6,0.714,0.598
4,0.12,0.62,0.688,0.596
4,0.12,0.64,0.755,0.571
4,0.12,0.66,0.686,0.58
4,0.12,0.68,0.675,0.526
4,0.12,0.7,0.662,0.603
4,0.12,0.72,0.685,0.63
4,0.12,0.74,0.729,0.458
4,0.12,0.76,0.676,0.577
4,0.12,0.78,0.678,0.571
4,0.12,0.8,0.673,0.597
4,0.12,0.82,0.705,0.522
4,0.12,0.84,0.652,0.539
4,0.12,0.86,0.689,0.485
4,0.12,0.88,0.625,0.618
4,0.12,0.9,0.714,0.503
4,0.12,0.92,0.734,0.632
4,0.12,0.94,0.729,0.541
4,0.12,0.96,0.675,0.579
4,0.12,0.98,0.637,0.595
4,0.12,1,0.692,0.617
4,0.14,0.02,0.714,0.49
4,0.14,0.04,0.69,0.545
4,0.14,0.06,0.757,0.56
4,0.14,0.08,0.69,0.602
4,0.14,0.1,0.723,0.466
4,0.14,0.12,0.666,0.584
4,0.14,0.14,0.616,0.577
4,0.14,0.16,0.6,0.602
4,0.14,0.18,0.692,0.581
4,0.14,0.2,0.634,0.535
4,0.14,0.22,0.648,0.579
4,0.14,0.24,0.603,0.608
4,0.14,0.26,0.693,0.573
4,0.14,0.28,0.725,0.479
4,0.14,0.3,0.693,0.536
4,0.14,0.32,0.668,0.655
4,0.14,0.34,0.701,0.616
4,0.14,0.36,0.661,0.564
4,0.14,0.38,0.729,0.481
4,0.14,0.4,0.716,0.578
4,0.14,0.42,0.707,0.587
4,0.14,0.44,0.647,0.619
4,0.14,0.46,0.699,0.443
4,0.14,0.48,0.703,0.619
4,0.14,0.5,0.613,0.605
4,0.14,0.52,0.696,0.565
4,0.14,0.54,0.629,0.617
4,0.14,0.56,0.698,0.575
4,0.14,0.58,0.701,0.561
4,0.14,0.6,0.701,0.596
4,0.14,0.62,0.689,0.558
4,0.14,0.64,0.699,0.616
4,0.14,0.66,0.725,0.558
4,0.14,0.68,0.636,0.573
4,0.14,0.7,0.689,0.538
4,0.14,0.72,0.651,0.58
4,0.14,0.74,0.685,0.488
4,0.14,0.76,0.721,0.604
4,0.14,0.78,0.6,0.609
4,0.14,0.8,0.56,0.601
4,0.14,0.82,0.654,0.526
4,0.14,0.84,0.671,0.617
4,0.14,0.86,0.71,0.577
4,0.14,0.88,0.75,0.58
4,0.14,0.9,0.592,0.541
4,0.14,0.92,0.723,0.544
4,0.14,0.94,0.703,0.582
4,0.14,0.96,0.684,0.567
4,0.14,0.98,0.702,0.522
4,0.14,1,0.724,0.6
4,0.16,0.02,0.603,0.481
4,0.16,0.04,0.632,0.626
4,0.16,0.06,0.722,0.536
4,0.16,0.08,0.694,0.571
4,0.16,0.1,0.718,0.548
4,0.16,0.12,0.624,0.587
4,0.16,0.14,0.695,0.606
4,0.16,0.16,0.673,0.578
4,0.16,0.18,0.71,0.569
4,0.16,0.2,0.736,0.638
4,0.16,0.22,0.612,0.559
4,0.16,0.24,0.711,0.6
4,0.16,0.26,0.701,0.544
4,0.16,0.28,0.713,0.564
4,0.16,0.3,0.694,0.561
4,0.16,0.32,0.617,0.539
4,0.16,0.34,0.579,0.587
4,0.16,0.36,0.671,0.561
4,0.16,0.38,0.643,0.535
4,0.16,0.4,0.673,0.517
4,0.16,0.42,0.69,0.437
4,0.16,0.44,0.675,0.528
4,0.16,0.46,0.664,0.556
4,0.16,0.48,0.657,0.627
4,0.16,0.5,0.639,0.54
4,0.16,0.52,0.701,0.525
4,0.16,0.54,0.628,0.62
4,0.16,0.56,0.684,0.537
4,0.16,0.58,0.698,0.57
4,0.16,0.6,0.655,0.526
4,0.16,0.62,0.664,0.475
4,0.16,0.64,0.706,0.534
4,0.16,0.66,0.673,0.533
4,0.16,0.68,0.727,0.544
4,0.16,0.7,0.683,0.447
4,0.16,0.72,0.731,0.567
4,0.16,0.74,0.612,0.578
4,0.16,0.76,0.702,0.585
