"alpha","lamda2","rho_A","rho_I"
0.02,0.02,0.69035,0.56945
0.02,0.04,0.696,0.5863
0.02,0.06,0.6748,0.58735
0.02,0.08,0.694,0.59285
0.02,0.1,0.6784,0.57155
0.02,0.12,0.68955,0.5776
0.02,0.14,0.69435,0.5811
0.02,0.16,0.6802,0.56605
0.02,0.18,0.70415,0.56445
0.02,0.2,0.685,0.57055
0.02,0.22,0.69075,0.57865
0.02,0.24,0.68435,0.5654
0.02,0.26,0.67385,0.5989
0.02,0.28,0.69715,0.56065
0.02,0.3,0.6946,0.5586
0.02,0.32,0.6846,0.57115
0.02,0.34,0.67975,0.5789
0.02,0.36,0.692,0.57875
0.02,0.38,0.6957,0.5782
0.02,0.4,0.70455,0.5704
0.02,0.42,0.69,0.5673
0.02,0.44,0.6885,0.5623
0.02,0.46,0.70395,0.5595
0.02,0.48,0.6834,0.5802
0.02,0.5,0.69875,0.57995
0.02,0.52,0.6972,0.5751
0.02,0.54,0.7075,0.57805
0.02,0.56,0.70935,0.5625
0.02,0.58,0.69005,0.56505
0.02,0.6,0.6914,0.56005
0.02,0.62,0.6975,0.567
0.02,0.64,0.67315,0.5884
0.02,0.66,0.69165,0.55555
0.02,0.68,0.68665,0.5741
0.02,0.7,0.69205,0.5844
0.02,0.72,0.6882,0.58225
0.02,0.74,0.69285,0.5775
0.02,0.76,0.69765,0.5848
0.02,0.78,0.67835,0.5865
0.02,0.8,0.68145,0.5814
0.02,0.82,0.69725,0.5894
0.02,0.84,0.6881,0.5561
0.02,0.86,0.68535,0.56325
0.02,0.88,0.70135,0.58225
0.02,0.9,0.6853,0.5843
0.02,0.92,0.69985,0.5666
0.02,0.94,0.70275,0.5865
0.02,0.96,0.7088,0.56585
0.02,0.98,0.6955,0.57845
0.02,1,0.7131,0.57395
0.04,0.02,0.6861,0.5626
0.04,0.04,0.6697,0.57365
0.04,0.06,0.68645,0.59565
0.04,0.08,0.6844,0.56235
0.04,0.1,0.70635,0.59405
0.04,0.12,0.6812,0.5682
0.04,0.14,0.67925,0.55895
0.04,0.16,0.7007,0.56905
0.04,0.18,0.6859,0.56605
0.04,0.2,0.6772,0.58855
0.04,0.22,0.69285,0.5679
0.04,0.24,0.69095,0.56345
0.04,0.26,0.68305,0.57805
0.04,0.28,0.68435,0.5527
0.04,0.3,0.6802,0.56835
0.04,0.32,0.6905,0.58285
0.04,0.34,0.6869,0.5619
0.04,0.36,0.70705,0.5632
0.04,0.38,0.67815,0.5927
0.04,0.4,0.6821,0.57365
0.04,0.42,0.7001,0.57925
0.04,0.44,0.6861,0.56215
0.04,0.46,0.6885,0.5679
0.04,0.48,0.6917,0.56875
0.04,0.5,0.68245,0.55525
0.04,0.52,0.7002,0.5788
0.04,0.54,0.6839,0.57845
0.04,0.56,0.6984,0.5735
0.04,0.58,0.69245,0.57425
0.04,0.6,0.6992,0.56395
0.04,0.62,0.6965,0.5836
0.04,0.64,0.692,0.5879
0.04,0.66,0.67885,0.587
0.04,0.68,0.6969,0.56495
0.04,0.7,0.6948,0.57205
0.04,0.72,0.6936,0.57565
0.04,0.74,0.692,0.56775
0.04,0.76,0.6903,0.5577
0.04,0.78,0.6962,0.5823
0.04,0.8,0.67715,0.5801
0.04,0.82,0.69815,0.5657
0.04,0.84,0.6939,0.57555
0.04,0.86,0.67885,0.5799
0.04,0.88,0.6785,0.57965
0.04,0.9,0.67195,0.57735
0.04,0.92,0.69535,0.57595
0.04,0.94,0.68715,0.5812
0.04,0.96,0.6975,0.5641
0.04,0.98,0.69345,0.5745
0.04,1,0.68745,0.561
0.06,0.02,0.70125,0.5551
0.06,0.04,0.6886,0.57425
0.06,0.06,0.66345,0.57795
0.06,0.08,0.68215,0.58375
0.06,0.1,0.6888,0.57355
0.06,0.12,0.7007,0.582
0.06,0.14,0.67325,0.5929
0.06,0.16,0.67945,0.5854
0.06,0.18,0.6721,0.5875
0.06,0.2,0.68655,0.57065
0.06,0.22,0.6758,0.57755
0.06,0.24,0.6758,0.5736
0.06,0.26,0.6755,0.57065
0.06,0.28,0.6838,0.5674
0.06,0.3,0.7036,0.5625
0.06,0.32,0.6848,0.5669
0.06,0.34,0.676,0.56335
0.06,0.36,0.67425,0.5682
0.06,0.38,0.67945,0.5731
0.06,0.4,0.68565,0.57395
0.06,0.42,0.68455,0.5757
0.06,0.44,0.69365,0.5673
0.06,0.46,0.6762,0.5885
0.06,0.48,0.6851,0.55785
0.06,0.5,0.684,0.57125
0.06,0.52,0.64925,0.57845
0.06,0.54,0.6853,0.5565
0.06,0.56,0.6921,0.57575
0.06,0.58,0.66835,0.58145
0.06,0.6,0.6946,0.58225
0.06,0.62,0.6828,0.5582
0.06,0.64,0.67845,0.59015
0.06,0.66,0.68535,0.57875
0.06,0.68,0.69805,0.5744
0.06,0.7,0.68485,0.5815
0.06,0.72,0.69425,0.57135
0.06,0.74,0.69595,0.5805
0.06,0.76,0.69505,0.5766
0.06,0.78,0.69555,0.56475
0.06,0.8,0.6666,0.58385
0.06,0.82,0.70665,0.57945
0.06,0.84,0.686,0.56435
0.06,0.86,0.6678,0.57945
0.06,0.88,0.69925,0.5677
0.06,0.9,0.6887,0.56085
0.06,0.92,0.68345,0.57595
0.06,0.94,0.6882,0.56245
0.06,0.96,0.68655,0.57815
0.06,0.98,0.67715,0.5673
0.06,1,0.68135,0.5424
0.08,0.02,0.66935,0.58295
0.08,0.04,0.67885,0.576
0.08,0.06,0.67455,0.57185
0.08,0.08,0.68055,0.58605
0.08,0.1,0.68095,0.5532
0.08,0.12,0.69055,0.5656
0.08,0.14,0.6919,0.5759
0.08,0.16,0.6927,0.5572
0.08,0.18,0.6859,0.55625
0.08,0.2,0.6893,0.56555
0.08,0.22,0.68945,0.5656
0.08,0.24,0.68925,0.55565
0.08,0.26,0.68635,0.5667
0.08,0.28,0.6802,0.5496
0.08,0.3,0.6873,0.56015
0.08,0.32,0.69305,0.57435
0.08,0.34,0.6805,0.57355
0.08,0.36,0.68515,0.55065
0.08,0.38,0.6766,0.5731
0.08,0.4,0.67965,0.5619
0.08,0.42,0.6857,0.5918
0.08,0.44,0.69235,0.5683
0.08,0.46,0.6944,0.5552
0.08,0.48,0.68545,0.57345
0.08,0.5,0.6892,0.5685
0.08,0.52,0.67395,0.57615
0.08,0.54,0.6883,0.5931
0.08,0.56,0.6777,0.5634
0.08,0.58,0.6836,0.56095
0.08,0.6,0.68045,0.56575
0.08,0.62,0.69545,0.56775
0.08,0.64,0.6796,0.56745
0.08,0.66,0.6899,0.5844
0.08,0.68,0.68945,0.5738
0.08,0.7,0.68685,0.5597
0.08,0.72,0.67895,0.58135
0.08,0.74,0.6784,0.58485
0.08,0.76,0.68345,0.5791
0.08,0.78,0.71275,0.55495
0.08,0.8,0.679,0.55865
0.08,0.82,0.67345,0.57635
0.08,0.84,0.68875,0.56425
0.08,0.86,0.6781,0.5701
0.08,0.88,0.70255,0.5646
0.08,0.9,0.67175,0.5943
0.08,0.92,0.68115,0.57605
0.08,0.94,0.6829,0.58185
0.08,0.96,0.68855,0.55755
0.08,0.98,0.69135,0.5566
0.08,1,0.6912,0.56215
0.1,0.02,0.67955,0.55695
0.1,0.04,0.69765,0.56985
0.1,0.06,0.66775,0.56045
0.1,0.08,0.67685,0.57235
0.1,0.1,0.6752,0.57295
0.1,0.12,0.68665,0.5564
0.1,0.14,0.67315,0.5715
0.1,0.16,0.6827,0.57425
0.1,0.18,0.69095,0.56835
0.1,0.2,0.68025,0.5775
0.1,0.22,0.6842,0.57485
0.1,0.24,0.6647,0.5644
0.1,0.26,0.6897,0.5728
0.1,0.28,0.6834,0.5592
0.1,0.3,0.67965,0.57135
0.1,0.32,0.67345,0.5646
0.1,0.34,0.681,0.5655
0.1,0.36,0.69555,0.56575
0.1,0.38,0.67715,0.5551
0.1,0.4,0.68105,0.5816
0.1,0.42,0.66405,0.5714
0.1,0.44,0.6934,0.57165
0.1,0.46,0.6947,0.55985
0.1,0.48,0.6928,0.5651
0.1,0.5,0.68685,0.57125
0.1,0.52,0.66665,0.58215
0.1,0.54,0.67525,0.5638
0.1,0.56,0.6615,0.5771
0.1,0.58,0.67985,0.55315
0.1,0.6,0.6834,0.564
0.1,0.62,0.6692,0.5586
0.1,0.64,0.6654,0.56985
0.1,0.66,0.6758,0.56195
0.1,0.68,0.6802,0.5666
0.1,0.7,0.6937,0.563
0.1,0.72,0.68875,0.5763
0.1,0.74,0.6769,0.5726
0.1,0.76,0.68785,0.57135
0.1,0.78,0.6845,0.5644
0.1,0.8,0.6884,0.5614
0.1,0.82,0.6882,0.56185
0.1,0.84,0.6899,0.57695
0.1,0.86,0.6783,0.57165
0.1,0.88,0.68555,0.5732
0.1,0.9,0.69075,0.5601
0.1,0.92,0.669,0.569
0.1,0.94,0.69725,0.57485
0.1,0.96,0.6903,0.5668
0.1,0.98,0.6878,0.5718
0.1,1,0.68435,0.56885
0.12,0.02,0.6856,0.54155
0.12,0.04,0.6767,0.57025
0.12,0.06,0.6682,0.58665
0.12,0.08,0.66845,0.56675
0.12,0.1,0.6582,0.5714
0.12,0.12,0.69995,0.54775
0.12,0.14,0.6773,0.57415
0.12,0.16,0.67335,0.564
0.12,0.18,0.6931,0.57305
0.12,0.2,0.6715,0.5828
0.12,0.22,0.67385,0.5619
0.12,0.24,0.69035,0.57565
0.12,0.26,0.68935,0.5614
0.12,0.28,0.66905,0.56665
0.12,0.3,0.68415,0.5636
0.12,0.32,0.6821,0.5671
0.12,0.34,0.6885,0.5494
0.12,0.36,0.6729,0.58275
0.12,0.38,0.6749,0.5588
0.12,0.4,0.6757,0.56305
0.12,0.42,0.67665,0.5617
0.12,0.44,0.6846,0.53885
0.12,0.46,0.6811,0.56115
0.12,0.48,0.68385,0.56715
0.12,0.5,0.67575,0.58455
0.12,0.52,0.67515,0.5568
0.12,0.54,0.67005,0.57165
0.12,0.56,0.66635,0.5701
0.12,0.58,0.6773,0.57365
0.12,0.6,0.67585,0.55795
0.12,0.62,0.672,0.58215
0.12,0.64,0.66495,0.5744
0.12,0.66,0.68955,0.5647
0.12,0.68,0.69195,0.5529
0.12,0.7,0.6927,0.558
0.12,0.72,0.6688,0.57495
0.12,0.74,0.68195,0.5578
0.12,0.76,0.6851,0.56935
0.12,0.78,0.6815,0.5747
0.12,0.8,0.6794,0.5697
0.12,0.82,0.69805,0.5348
0.12,0.84,0.66645,0.5717
0.12,0.86,0.6892,0.5489
0.12,0.88,0.6794,0.57015
0.12,0.9,0.67695,0.5703
0.12,0.92,0.6852,0.5483
0.12,0.94,0.67705,0.57195
0.12,0.96,0.6952,0.558
0.12,0.98,0.67975,0.5648
0.12,1,0.6647,0.5795
0.14,0.02,0.6956,0.56645
0.14,0.04,0.68575,0.5512
0.14,0.06,0.67565,0.57795
0.14,0.08,0.66515,0.57195
0.14,0.1,0.66835,0.58095
0.14,0.12,0.66805,0.5729
0.14,0.14,0.6856,0.54155
0.14,0.16,0.68885,0.5626
0.14,0.18,0.6754,0.57415
0.14,0.2,0.6815,0.5503
0.14,0.22,0.6759,0.55555
0.14,0.24,0.68225,0.57865
0.14,0.26,0.676,0.5758
0.14,0.28,0.68155,0.5615
0.14,0.3,0.6691,0.56345
0.14,0.32,0.68695,0.5531
0.14,0.34,0.67705,0.5836
0.14,0.36,0.6685,0.58205
0.14,0.38,0.68625,0.554
0.14,0.4,0.6911,0.54995
0.14,0.42,0.66935,0.5744
0.14,0.44,0.6881,0.56975
0.14,0.46,0.6721,0.56115
0.14,0.48,0.67185,0.5604
0.14,0.5,0.6736,0.56445
0.14,0.52,0.68235,0.54445
0.14,0.54,0.69435,0.5623
0.14,0.56,0.6606,0.5668
0.14,0.58,0.6754,0.57495
0.14,0.6,0.6792,0.5569
0.14,0.62,0.6658,0.56065
0.14,0.64,0.67205,0.55735
0.14,0.66,0.6649,0.5513
0.14,0.68,0.6715,0.55825
0.14,0.7,0.6666,0.5777
0.14,0.72,0.68305,0.56455
0.14,0.74,0.6845,0.5502
0.14,0.76,0.6795,0.56405
0.14,0.78,0.6682,0.5725
0.14,0.8,0.66665,0.5759
0.14,0.82,0.6886,0.54295
0.14,0.84,0.695,0.56635
0.14,0.86,0.68875,0.55455
0.14,0.88,0.6677,0.5775
0.14,0.9,0.6888,0.55155
0.14,0.92,0.66375,0.5552
0.14,0.94,0.67935,0.56725
0.14,0.96,0.67275,0.5584
0.14,0.98,0.67345,0.5671
0.14,1,0.68655,0.549
0.16,0.02,0.6615,0.5589
0.16,0.04,0.67185,0.5609
0.16,0.06,0.6595,0.55825
0.16,0.08,0.67225,0.5553
0.16,0.1,0.67815,0.5532
0.16,0.12,0.6819,0.5624
0.16,0.14,0.68965,0.55205
0.16,0.16,0.6825,0.54985
0.16,0.18,0.66415,0.56555
0.16,0.2,0.6908,0.55465
0.16,0.22,0.64805,0.57805
0.16,0.24,0.6707,0.55565
0.16,0.26,0.6847,0.56475
0.16,0.28,0.6741,0.5611
0.16,0.3,0.66755,0.5404
0.16,0.32,0.68055,0.5542
0.16,0.34,0.67445,0.561
0.16,0.36,0.6878,0.5649
0.16,0.38,0.67665,0.5434
0.16,0.4,0.67075,0.54655
0.16,0.42,0.67695,0.5676
0.16,0.44,0.65885,0.579
0.16,0.46,0.6825,0.56435
0.16,0.48,0.67595,0.55905
0.16,0.5,0.6634,0.55915
0.16,0.52,0.68405,0.5717
0.16,0.54,0.66525,0.54825
0.16,0.56,0.6741,0.53365
0.16,0.58,0.67345,0.5572
0.16,0.6,0.67145,0.56085
0.16,0.62,0.67465,0.5663
0.16,0.64,0.6699,0.5531
0.16,0.66,0.678,0.567
0.16,0.68,0.6781,0.56195
0.16,0.7,0.6903,0.5613
0.16,0.72,0.68605,0.5731
0.16,0.74,0.66545,0.57305
0.16,0.76,0.6726,0.5652
0.16,0.78,0.66955,0.56
0.16,0.8,0.68185,0.56315
0.16,0.82,0.6848,0.54925
0.16,0.84,0.679,0.57625
0.16,0.86,0.68505,0.54345
0.16,0.88,0.67795,0.5647
0.16,0.9,0.6711,0.55875
0.16,0.92,0.68035,0.5571
0.16,0.94,0.6886,0.56215
0.16,0.96,0.6822,0.53525
0.16,0.98,0.66685,0.56865
0.16,1,0.67285,0.5668
0.18,0.02,0.65375,0.57925
0.18,0.04,0.6633,0.54555
0.18,0.06,0.67095,0.56785
0.18,0.08,0.6724,0.5747
0.18,0.1,0.66095,0.56
0.18,0.12,0.6783,0.5445
0.18,0.14,0.66455,0.56625
0.18,0.16,0.6598,0.5668
0.18,0.18,0.67485,0.5788
0.18,0.2,0.6621,0.5613
0.18,0.22,0.67735,0.56055
0.18,0.24,0.68695,0.5588
0.18,0.26,0.6662,0.56005
0.18,0.28,0.67655,0.5551
0.18,0.3,0.66035,0.56445
0.18,0.32,0.6659,0.55245
0.18,0.34,0.66855,0.55985
0.18,0.36,0.6908,0.56785
0.18,0.38,0.6856,0.56165
0.18,0.4,0.67235,0.5753
0.18,0.42,0.6967,0.54985
0.18,0.44,0.68955,0.56715
0.18,0.46,0.6804,0.5631
0.18,0.48,0.67515,0.5645
0.18,0.5,0.6595,0.56285
0.18,0.52,0.6839,0.5661
0.18,0.54,0.6663,0.54945
0.18,0.56,0.66965,0.5564
0.18,0.58,0.67775,0.55125
0.18,0.6,0.6617,0.54845
0.18,0.62,0.6862,0.5479
0.18,0.64,0.66695,0.57435
0.18,0.66,0.65365,0.57665
0.18,0.68,0.65825,0.5529
0.18,0.7,0.6665,0.56175
0.18,0.72,0.6763,0.55485
0.18,0.74,0.68265,0.5519
0.18,0.76,0.67685,0.5651
0.18,0.78,0.66765,0.5567
0.18,0.8,0.6646,0.55905
0.18,0.82,0.6719,0.56585
0.18,0.84,0.70545,0.55175
0.18,0.86,0.6581,0.5641
0.18,0.88,0.6699,0.5401
0.18,0.9,0.6767,0.5615
0.18,0.92,0.67205,0.56085
0.18,0.94,0.672,0.56705
0.18,0.96,0.67365,0.58075
0.18,0.98,0.68025,0.5475
0.18,1,0.6774,0.552
0.2,0.02,0.673,0.5569
0.2,0.04,0.6723,0.5517
0.2,0.06,0.688,0.543
0.2,0.08,0.67775,0.55405
0.2,0.1,0.67065,0.5452
0.2,0.12,0.67035,0.54855
0.2,0.14,0.6719,0.55765
0.2,0.16,0.6498,0.5716
0.2,0.18,0.6885,0.54035
0.2,0.2,0.67305,0.55685
0.2,0.22,0.6575,0.5673
0.2,0.24,0.67615,0.54095
0.2,0.26,0.68125,0.5587
0.2,0.28,0.6741,0.56565
0.2,0.3,0.67165,0.5573
0.2,0.32,0.67335,0.55995
0.2,0.34,0.6621,0.568
0.2,0.36,0.6643,0.557
0.2,0.38,0.6665,0.5334
0.2,0.4,0.6776,0.56955
0.2,0.42,0.66425,0.5496
0.2,0.44,0.6728,0.53915
0.2,0.46,0.6895,0.57015
0.2,0.48,0.672,0.5559
0.2,0.5,0.66965,0.5608
0.2,0.52,0.6767,0.55155
0.2,0.54,0.6836,0.53115
0.2,0.56,0.6682,0.5486
0.2,0.58,0.6743,0.54465
0.2,0.6,0.6805,0.55955
0.2,0.62,0.67925,0.54465
0.2,0.64,0.6618,0.55065
0.2,0.66,0.6717,0.55975
0.2,0.68,0.6759,0.56065
0.2,0.7,0.6751,0.5686
0.2,0.72,0.67825,0.5566
0.2,0.74,0.67295,0.5719
0.2,0.76,0.6814,0.54655
0.2,0.78,0.67565,0.57625
0.2,0.8,0.6805,0.5658
0.2,0.82,0.68005,0.54065
0.2,0.84,0.6674,0.56305
0.2,0.86,0.67455,0.53415
0.2,0.88,0.67035,0.57645
0.2,0.9,0.67175,0.5604
0.2,0.92,0.6709,0.5657
0.2,0.94,0.6654,0.57255
0.2,0.96,0.66715,0.5594
0.2,0.98,0.677,0.56285
