"Repeat","alpha","beta_U","rho_A","rho_I","rho_Ah","rho_Ih","rho_Al","rho_Il"
20,0.02,0.88,0.82,0.714,0.414,0.368,0.406,0.346
20,0.02,0.9,0.806,0.721,0.401,0.37,0.405,0.351
20,0.02,0.92,0.826,0.717,0.416,0.353,0.41,0.364
20,0.02,0.94,0.834,0.712,0.425,0.346,0.409,0.366
20,0.02,0.96,0.838,0.705,0.43,0.349,0.408,0.356
20,0.02,0.98,0.853,0.717,0.427,0.357,0.426,0.36
20,0.02,1,0.822,0.728,0.416,0.363,0.406,0.365
20,0.04,0.02,0.441,0.149,0.282,0.075,0.159,0.074
20,0.04,0.04,0.519,0.244,0.31,0.119,0.209,0.125
20,0.04,0.06,0.565,0.359,0.321,0.19,0.244,0.169
20,0.04,0.08,0.634,0.414,0.344,0.205,0.29,0.209
20,0.04,0.1,0.618,0.389,0.335,0.191,0.283,0.198
20,0.04,0.12,0.636,0.495,0.332,0.238,0.304,0.257
20,0.04,0.14,0.715,0.491,0.368,0.237,0.347,0.254
20,0.04,0.16,0.688,0.525,0.369,0.267,0.319,0.258
20,0.04,0.18,0.729,0.583,0.38,0.293,0.349,0.29
20,0.04,0.2,0.757,0.515,0.38,0.258,0.377,0.257
20,0.04,0.22,0.777,0.541,0.393,0.267,0.384,0.274
20,0.04,0.24,0.734,0.569,0.375,0.285,0.359,0.284
20,0.04,0.26,0.76,0.648,0.374,0.304,0.386,0.344
20,0.04,0.28,0.774,0.648,0.395,0.319,0.379,0.329
20,0.04,0.3,0.791,0.595,0.399,0.281,0.392,0.314
20,0.04,0.32,0.772,0.619,0.388,0.306,0.384,0.313
20,0.04,0.34,0.793,0.695,0.398,0.347,0.395,0.348
20,0.04,0.36,0.789,0.653,0.4,0.323,0.389,0.33
20,0.04,0.38,0.813,0.692,0.403,0.345,0.41,0.347
20,0.04,0.4,0.79,0.671,0.405,0.345,0.385,0.326
20,0.04,0.42,0.824,0.594,0.413,0.309,0.411,0.285
20,0.04,0.44,0.827,0.683,0.422,0.343,0.405,0.34
20,0.04,0.46,0.824,0.679,0.411,0.334,0.413,0.345
20,0.04,0.48,0.717,0.754,0.357,0.379,0.36,0.375
20,0.04,0.5,0.79,0.73,0.405,0.354,0.385,0.376
20,0.04,0.52,0.805,0.71,0.402,0.346,0.403,0.364
20,0.04,0.54,0.82,0.7,0.406,0.358,0.414,0.342
20,0.04,0.56,0.745,0.734,0.382,0.379,0.363,0.355
20,0.04,0.58,0.846,0.69,0.434,0.348,0.412,0.342
20,0.04,0.6,0.883,0.668,0.437,0.329,0.446,0.339
20,0.04,0.62,0.831,0.704,0.416,0.346,0.415,0.358
20,0.04,0.64,0.806,0.705,0.411,0.346,0.395,0.359
20,0.04,0.66,0.797,0.73,0.401,0.376,0.396,0.354
20,0.04,0.68,0.832,0.716,0.413,0.363,0.419,0.353
20,0.04,0.7,0.825,0.695,0.417,0.347,0.408,0.348
20,0.04,0.72,0.81,0.705,0.413,0.347,0.397,0.358
20,0.04,0.74,0.84,0.714,0.408,0.379,0.432,0.335
20,0.04,0.76,0.823,0.68,0.409,0.341,0.414,0.339
20,0.04,0.78,0.819,0.632,0.408,0.308,0.411,0.324
20,0.04,0.8,0.836,0.722,0.416,0.358,0.42,0.364
20,0.04,0.82,0.832,0.708,0.422,0.357,0.41,0.351
20,0.04,0.84,0.827,0.709,0.416,0.352,0.411,0.357
20,0.04,0.86,0.839,0.734,0.408,0.384,0.431,0.35
20,0.04,0.88,0.837,0.703,0.425,0.354,0.412,0.349
20,0.04,0.9,0.827,0.701,0.416,0.349,0.411,0.352
20,0.04,0.92,0.841,0.711,0.426,0.359,0.415,0.352
20,0.04,0.94,0.825,0.713,0.414,0.357,0.411,0.356
20,0.04,0.96,0.823,0.705,0.416,0.356,0.407,0.349
20,0.04,0.98,0.845,0.716,0.424,0.362,0.421,0.354
20,0.04,1,0.825,0.713,0.415,0.363,0.41,0.35
20,0.06,0.02,0.416,0.165,0.245,0.068,0.171,0.097
20,0.06,0.04,0.474,0.273,0.266,0.14,0.208,0.133
20,0.06,0.06,0.539,0.286,0.312,0.142,0.227,0.144
20,0.06,0.08,0.646,0.4,0.331,0.192,0.315,0.208
20,0.06,0.1,0.605,0.476,0.329,0.251,0.276,0.225
20,0.06,0.12,0.71,0.439,0.376,0.226,0.334,0.213
20,0.06,0.14,0.699,0.409,0.369,0.202,0.33,0.207
20,0.06,0.16,0.726,0.587,0.369,0.299,0.357,0.288
20,0.06,0.18,0.761,0.533,0.391,0.26,0.37,0.273
20,0.06,0.2,0.746,0.618,0.391,0.297,0.355,0.321
20,0.06,0.22,0.7,0.569,0.365,0.281,0.335,0.288
20,0.06,0.24,0.781,0.594,0.399,0.298,0.382,0.296
20,0.06,0.26,0.781,0.6,0.398,0.3,0.383,0.3
20,0.06,0.28,0.76,0.665,0.386,0.334,0.374,0.331
20,0.06,0.3,0.782,0.674,0.401,0.344,0.381,0.33
20,0.06,0.32,0.775,0.657,0.396,0.335,0.379,0.322
20,0.06,0.34,0.797,0.661,0.395,0.322,0.402,0.339
20,0.06,0.36,0.777,0.675,0.39,0.337,0.387,0.338
20,0.06,0.38,0.779,0.658,0.388,0.332,0.391,0.326
20,0.06,0.4,0.786,0.724,0.398,0.363,0.388,0.361
20,0.06,0.42,0.825,0.653,0.411,0.333,0.414,0.32
20,0.06,0.44,0.813,0.688,0.409,0.343,0.404,0.345
20,0.06,0.46,0.767,0.617,0.392,0.324,0.375,0.293
20,0.06,0.48,0.822,0.621,0.401,0.311,0.421,0.31
20,0.06,0.5,0.833,0.445,0.419,0.228,0.414,0.217
20,0.06,0.52,0.809,0.687,0.394,0.333,0.415,0.354
20,0.06,0.54,0.807,0.721,0.4,0.367,0.407,0.354
20,0.06,0.56,0.839,0.678,0.423,0.344,0.416,0.334
20,0.06,0.58,0.808,0.715,0.411,0.352,0.397,0.363
20,0.06,0.6,0.821,0.677,0.408,0.325,0.413,0.352
20,0.06,0.62,0.837,0.7,0.413,0.368,0.424,0.332
20,0.06,0.64,0.808,0.718,0.404,0.36,0.404,0.358
20,0.06,0.66,0.822,0.715,0.411,0.359,0.411,0.356
20,0.06,0.68,0.819,0.704,0.411,0.34,0.408,0.364
20,0.06,0.7,0.844,0.724,0.415,0.361,0.429,0.363
20,0.06,0.72,0.849,0.693,0.41,0.353,0.439,0.34
20,0.06,0.74,0.809,0.73,0.404,0.363,0.405,0.367
20,0.06,0.76,0.846,0.712,0.42,0.355,0.426,0.357
20,0.06,0.78,0.848,0.702,0.423,0.361,0.425,0.341
20,0.06,0.8,0.824,0.711,0.414,0.35,0.41,0.361
20,0.06,0.82,0.829,0.697,0.421,0.346,0.408,0.351
20,0.06,0.84,0.831,0.695,0.416,0.343,0.415,0.352
20,0.06,0.86,0.832,0.71,0.416,0.354,0.416,0.356
20,0.06,0.88,0.821,0.727,0.412,0.363,0.409,0.364
20,0.06,0.9,0.813,0.717,0.41,0.349,0.403,0.368
20,0.06,0.92,0.824,0.72,0.4,0.361,0.424,0.359
20,0.06,0.94,0.83,0.708,0.411,0.347,0.419,0.361
20,0.06,0.96,0.829,0.708,0.413,0.353,0.416,0.355
20,0.06,0.98,0.845,0.701,0.421,0.357,0.424,0.344
20,0.06,1,0.821,0.687,0.411,0.339,0.41,0.348
20,0.08,0.02,0.427,0.175,0.257,0.082,0.17,0.093
20,0.08,0.04,0.449,0.252,0.259,0.125,0.19,0.127
20,0.08,0.06,0.545,0.338,0.287,0.168,0.258,0.17
20,0.08,0.08,0.596,0.422,0.299,0.188,0.297,0.234
20,0.08,0.1,0.661,0.418,0.365,0.204,0.296,0.214
20,0.08,0.12,0.711,0.4,0.367,0.186,0.344,0.214
20,0.08,0.14,0.671,0.509,0.34,0.251,0.331,0.258
20,0.08,0.16,0.73,0.509,0.389,0.257,0.341,0.252
20,0.08,0.18,0.728,0.551,0.367,0.274,0.361,0.277
20,0.08,0.2,0.753,0.457,0.388,0.224,0.365,0.233
20,0.08,0.22,0.741,0.493,0.37,0.244,0.371,0.249
20,0.08,0.24,0.7,0.564,0.348,0.295,0.352,0.269
20,0.08,0.26,0.741,0.675,0.373,0.333,0.368,0.342
20,0.08,0.28,0.787,0.598,0.399,0.297,0.388,0.301
20,0.08,0.3,0.799,0.65,0.407,0.325,0.392,0.325
20,0.08,0.32,0.78,0.619,0.392,0.303,0.388,0.316
20,0.08,0.34,0.817,0.629,0.41,0.314,0.407,0.315
20,0.08,0.36,0.788,0.669,0.404,0.337,0.384,0.332
20,0.08,0.38,0.826,0.683,0.41,0.333,0.416,0.35
20,0.08,0.4,0.794,0.633,0.394,0.305,0.4,0.328
20,0.08,0.42,0.791,0.726,0.393,0.37,0.398,0.356
20,0.08,0.44,0.822,0.685,0.412,0.361,0.41,0.324
20,0.08,0.46,0.812,0.637,0.408,0.322,0.404,0.315
20,0.08,0.48,0.815,0.71,0.408,0.344,0.407,0.366
20,0.08,0.5,0.814,0.709,0.407,0.359,0.407,0.35
20,0.08,0.52,0.817,0.711,0.419,0.346,0.398,0.365
20,0.08,0.54,0.782,0.691,0.395,0.348,0.387,0.343
20,0.08,0.56,0.839,0.695,0.418,0.35,0.421,0.345
20,0.08,0.58,0.827,0.703,0.422,0.349,0.405,0.354
20,0.08,0.6,0.827,0.711,0.414,0.348,0.413,0.363
20,0.08,0.62,0.829,0.69,0.417,0.341,0.412,0.349
20,0.08,0.64,0.789,0.713,0.386,0.362,0.403,0.351
20,0.08,0.66,0.767,0.753,0.397,0.38,0.37,0.373
20,0.08,0.68,0.82,0.733,0.401,0.37,0.419,0.363
20,0.08,0.7,0.841,0.713,0.422,0.349,0.419,0.364
20,0.08,0.72,0.827,0.705,0.418,0.355,0.409,0.35
20,0.08,0.74,0.844,0.711,0.423,0.37,0.421,0.341
20,0.08,0.76,0.824,0.719,0.403,0.366,0.421,0.353
20,0.08,0.78,0.836,0.7,0.43,0.343,0.406,0.357
20,0.08,0.8,0.852,0.734,0.428,0.368,0.424,0.366
20,0.08,0.82,0.824,0.703,0.407,0.362,0.417,0.341
20,0.08,0.84,0.828,0.683,0.402,0.345,0.426,0.338
20,0.08,0.86,0.828,0.719,0.421,0.358,0.407,0.361
20,0.08,0.88,0.837,0.72,0.423,0.357,0.414,0.363
20,0.08,0.9,0.819,0.727,0.414,0.361,0.405,0.366
20,0.08,0.92,0.819,0.723,0.404,0.36,0.415,0.363
20,0.08,0.94,0.827,0.711,0.429,0.349,0.398,0.362
20,0.08,0.96,0.813,0.732,0.4,0.368,0.413,0.364
20,0.08,0.98,0.814,0.722,0.401,0.368,0.413,0.354
20,0.08,1,0.821,0.728,0.413,0.357,0.408,0.371
20,0.1,0.02,0.365,0.134,0.237,0.068,0.128,0.066
20,0.1,0.04,0.496,0.245,0.302,0.115,0.194,0.13
20,0.1,0.06,0.453,0.317,0.265,0.156,0.188,0.161
20,0.1,0.08,0.642,0.404,0.346,0.19,0.296,0.214
20,0.1,0.1,0.669,0.482,0.357,0.229,0.312,0.253
20,0.1,0.12,0.672,0.465,0.359,0.238,0.313,0.227
20,0.1,0.14,0.651,0.478,0.357,0.243,0.294,0.235
20,0.1,0.16,0.738,0.523,0.373,0.254,0.365,0.269
20,0.1,0.18,0.735,0.592,0.37,0.301,0.365,0.291
20,0.1,0.2,0.759,0.536,0.392,0.262,0.367,0.274
20,0.1,0.22,0.773,0.58,0.396,0.303,0.377,0.277
20,0.1,0.24,0.779,0.596,0.391,0.303,0.388,0.293
20,0.1,0.26,0.728,0.605,0.369,0.295,0.359,0.31
20,0.1,0.28,0.791,0.47,0.403,0.251,0.388,0.219
20,0.1,0.3,0.794,0.578,0.41,0.305,0.384,0.273
20,0.1,0.32,0.777,0.611,0.397,0.309,0.38,0.302
20,0.1,0.34,0.786,0.661,0.39,0.322,0.396,0.339
20,0.1,0.36,0.793,0.63,0.401,0.295,0.392,0.335
20,0.1,0.38,0.798,0.681,0.4,0.348,0.398,0.333
20,0.1,0.4,0.788,0.675,0.396,0.332,0.392,0.343
20,0.1,0.42,0.808,0.678,0.399,0.338,0.409,0.34
20,0.1,0.44,0.814,0.739,0.403,0.368,0.411,0.371
20,0.1,0.46,0.778,0.675,0.386,0.339,0.392,0.336
20,0.1,0.48,0.818,0.684,0.422,0.345,0.396,0.339
20,0.1,0.5,0.809,0.696,0.398,0.357,0.411,0.339
20,0.1,0.52,0.792,0.703,0.39,0.347,0.402,0.356
20,0.1,0.54,0.788,0.722,0.405,0.353,0.383,0.369
20,0.1,0.56,0.844,0.697,0.424,0.354,0.42,0.343
20,0.1,0.58,0.75,0.77,0.38,0.39,0.37,0.38
20,0.1,0.6,0.848,0.685,0.424,0.337,0.424,0.348
20,0.1,0.62,0.796,0.704,0.39,0.364,0.406,0.34
20,0.1,0.64,0.832,0.677,0.414,0.337,0.418,0.34
20,0.1,0.66,0.808,0.701,0.4,0.356,0.408,0.345
20,0.1,0.68,0.807,0.718,0.412,0.368,0.395,0.35
20,0.1,0.7,0.812,0.706,0.406,0.347,0.406,0.359
20,0.1,0.72,0.81,0.722,0.41,0.352,0.4,0.37
20,0.1,0.74,0.834,0.694,0.418,0.345,0.416,0.349
20,0.1,0.76,0.815,0.69,0.404,0.344,0.411,0.346
20,0.1,0.78,0.773,0.724,0.391,0.362,0.382,0.362
20,0.1,0.8,0.817,0.702,0.406,0.35,0.411,0.352
20,0.1,0.82,0.826,0.687,0.408,0.351,0.418,0.336
20,0.1,0.84,0.837,0.702,0.411,0.354,0.426,0.348
20,0.1,0.86,0.828,0.711,0.42,0.355,0.408,0.356
20,0.1,0.88,0.823,0.707,0.406,0.361,0.417,0.346
20,0.1,0.9,0.849,0.711,0.412,0.354,0.437,0.357
20,0.1,0.92,0.827,0.702,0.414,0.347,0.413,0.355
20,0.1,0.94,0.822,0.706,0.41,0.353,0.412,0.353
20,0.1,0.96,0.858,0.715,0.428,0.367,0.43,0.348
20,0.1,0.98,0.814,0.711,0.407,0.354,0.407,0.357
20,0.1,1,0.823,0.713,0.411,0.348,0.412,0.365
20,0.12,0.02,0.399,0.103,0.244,0.056,0.155,0.047
20,0.12,0.04,0.494,0.219,0.279,0.107,0.215,0.112
20,0.12,0.06,0.62,0.297,0.336,0.149,0.284,0.148
20,0.12,0.08,0.573,0.386,0.322,0.182,0.251,0.204
20,0.12,0.1,0.595,0.478,0.319,0.242,0.276,0.236
20,0.12,0.12,0.66,0.485,0.351,0.247,0.309,0.238
20,0.12,0.14,0.732,0.542,0.371,0.271,0.361,0.271
20,0.12,0.16,0.688,0.544,0.356,0.254,0.332,0.29
20,0.12,0.18,0.7,0.487,0.365,0.25,0.335,0.237
20,0.12,0.2,0.722,0.529,0.38,0.263,0.342,0.266
20,0.12,0.22,0.715,0.556,0.37,0.269,0.345,0.287
20,0.12,0.24,0.763,0.674,0.384,0.329,0.379,0.345
20,0.12,0.26,0.747,0.636,0.395,0.309,0.352,0.327
20,0.12,0.28,0.8,0.542,0.404,0.278,0.396,0.264
20,0.12,0.3,0.791,0.567,0.396,0.291,0.395,0.276
20,0.12,0.32,0.804,0.623,0.401,0.317,0.403,0.306
20,0.12,0.34,0.823,0.67,0.414,0.337,0.409,0.333
20,0.12,0.36,0.806,0.634,0.406,0.313,0.4,0.321
20,0.12,0.38,0.805,0.675,0.401,0.336,0.404,0.339
20,0.12,0.4,0.751,0.733,0.385,0.369,0.366,0.364
20,0.12,0.42,0.772,0.714,0.401,0.365,0.371,0.349
20,0.12,0.44,0.743,0.733,0.386,0.362,0.357,0.371
20,0.12,0.46,0.82,0.627,0.409,0.3,0.411,0.327
20,0.12,0.48,0.81,0.623,0.41,0.314,0.4,0.309
20,0.12,0.5,0.833,0.623,0.422,0.31,0.411,0.313
20,0.12,0.52,0.788,0.714,0.399,0.345,0.389,0.369
20,0.12,0.54,0.801,0.732,0.408,0.351,0.393,0.381
20,0.12,0.56,0.813,0.712,0.401,0.356,0.412,0.356
20,0.12,0.58,0.785,0.721,0.393,0.354,0.392,0.367
20,0.12,0.6,0.83,0.702,0.408,0.364,0.422,0.338
20,0.12,0.62,0.81,0.698,0.402,0.351,0.408,0.347
20,0.12,0.64,0.786,0.701,0.392,0.346,0.394,0.355
20,0.12,0.66,0.807,0.729,0.412,0.361,0.395,0.368
20,0.12,0.68,0.809,0.711,0.407,0.348,0.402,0.363
20,0.12,0.7,0.83,0.685,0.411,0.34,0.419,0.345
20,0.12,0.72,0.804,0.732,0.399,0.366,0.405,0.366
20,0.12,0.74,0.844,0.728,0.413,0.37,0.431,0.358
20,0.12,0.76,0.841,0.703,0.416,0.355,0.425,0.348
20,0.12,0.78,0.797,0.718,0.398,0.359,0.399,0.359
20,0.12,0.8,0.863,0.682,0.426,0.336,0.437,0.346
20,0.12,0.82,0.833,0.689,0.421,0.337,0.412,0.352
20,0.12,0.84,0.812,0.728,0.413,0.347,0.399,0.381
20,0.12,0.86,0.832,0.718,0.403,0.364,0.429,0.354
20,0.12,0.88,0.841,0.73,0.416,0.374,0.425,0.356
20,0.12,0.9,0.799,0.731,0.397,0.36,0.402,0.371
20,0.12,0.92,0.813,0.717,0.408,0.356,0.405,0.361
20,0.12,0.94,0.833,0.695,0.415,0.339,0.418,0.356
20,0.12,0.96,0.835,0.683,0.421,0.333,0.414,0.35
20,0.12,0.98,0.806,0.696,0.393,0.373,0.413,0.323
20,0.12,1,0.822,0.713,0.412,0.355,0.41,0.358
20,0.14,0.02,0.443,0.139,0.272,0.072,0.171,0.067
20,0.14,0.04,0.491,0.269,0.278,0.134,0.213,0.135
20,0.14,0.06,0.557,0.336,0.319,0.163,0.238,0.173
20,0.14,0.08,0.532,0.416,0.294,0.203,0.238,0.213
20,0.14,0.1,0.702,0.447,0.36,0.213,0.342,0.234
20,0.14,0.12,0.665,0.405,0.349,0.203,0.316,0.202
20,0.14,0.14,0.731,0.394,0.388,0.206,0.343,0.188
20,0.14,0.16,0.722,0.513,0.392,0.252,0.33,0.261
20,0.14,0.18,0.738,0.59,0.381,0.301,0.357,0.289
20,0.14,0.2,0.739,0.566,0.388,0.299,0.351,0.267
20,0.14,0.22,0.785,0.618,0.405,0.311,0.38,0.307
20,0.14,0.24,0.76,0.574,0.391,0.294,0.369,0.28
20,0.14,0.26,0.751,0.534,0.385,0.272,0.366,0.262
20,0.14,0.28,0.721,0.649,0.388,0.326,0.333,0.323
20,0.14,0.3,0.794,0.562,0.402,0.295,0.392,0.267
20,0.14,0.32,0.823,0.679,0.407,0.341,0.416,0.338
20,0.14,0.34,0.788,0.639,0.4,0.317,0.388,0.322
20,0.14,0.36,0.801,0.613,0.412,0.301,0.389,0.312
20,0.14,0.38,0.785,0.718,0.395,0.356,0.39,0.362
20,0.14,0.4,0.76,0.717,0.383,0.357,0.377,0.36
20,0.14,0.42,0.79,0.62,0.398,0.328,0.392,0.292
20,0.14,0.44,0.836,0.67,0.433,0.326,0.403,0.344
20,0.14,0.46,0.796,0.686,0.407,0.341,0.389,0.345
20,0.14,0.48,0.777,0.714,0.39,0.348,0.387,0.366
20,0.14,0.5,0.804,0.686,0.396,0.338,0.408,0.348
20,0.14,0.52,0.815,0.671,0.408,0.321,0.407,0.35
20,0.14,0.54,0.821,0.665,0.408,0.341,0.413,0.324
20,0.14,0.56,0.802,0.728,0.382,0.377,0.42,0.351
20,0.14,0.58,0.828,0.656,0.41,0.324,0.418,0.332
20,0.14,0.6,0.82,0.695,0.406,0.348,0.414,0.347
20,0.14,0.62,0.814,0.725,0.402,0.361,0.412,0.364
20,0.14,0.64,0.842,0.662,0.42,0.325,0.422,0.337
20,0.14,0.66,0.821,0.698,0.405,0.348,0.416,0.35
20,0.14,0.68,0.825,0.72,0.415,0.347,0.41,0.373
20,0.14,0.7,0.785,0.723,0.385,0.367,0.4,0.356
20,0.14,0.72,0.825,0.73,0.421,0.366,0.404,0.364
20,0.14,0.74,0.794,0.728,0.403,0.346,0.391,0.382
20,0.14,0.76,0.823,0.712,0.411,0.353,0.412,0.359
20,0.14,0.78,0.82,0.724,0.395,0.366,0.425,0.358
20,0.14,0.8,0.851,0.691,0.42,0.356,0.431,0.335
20,0.14,0.82,0.826,0.684,0.419,0.34,0.407,0.344
20,0.14,0.84,0.814,0.724,0.405,0.367,0.409,0.357
20,0.14,0.86,0.836,0.704,0.427,0.335,0.409,0.369
20,0.14,0.88,0.807,0.714,0.418,0.353,0.389,0.361
20,0.14,0.9,0.848,0.723,0.416,0.355,0.432,0.368
20,0.14,0.92,0.815,0.715,0.416,0.348,0.399,0.367
20,0.14,0.94,0.846,0.696,0.417,0.347,0.429,0.349
20,0.14,0.96,0.845,0.682,0.433,0.339,0.412,0.343
20,0.14,0.98,0.833,0.707,0.415,0.353,0.418,0.354
20,0.14,1,0.838,0.719,0.418,0.358,0.42,0.361
20,0.16,0.02,0.432,0.134,0.269,0.062,0.163,0.072
20,0.16,0.04,0.5,0.233,0.281,0.108,0.219,0.125
20,0.16,0.06,0.554,0.34,0.308,0.178,0.246,0.162
20,0.16,0.08,0.601,0.449,0.319,0.225,0.282,0.224
20,0.16,0.1,0.642,0.46,0.349,0.225,0.293,0.235
20,0.16,0.12,0.658,0.426,0.344,0.199,0.314,0.227
20,0.16,0.14,0.704,0.507,0.377,0.249,0.327,0.258
20,0.16,0.16,0.675,0.588,0.355,0.277,0.32,0.311
20,0.16,0.18,0.747,0.527,0.384,0.265,0.363,0.262
20,0.16,0.2,0.756,0.568,0.389,0.292,0.367,0.276
20,0.16,0.22,0.769,0.594,0.385,0.304,0.384,0.29
20,0.16,0.24,0.762,0.499,0.381,0.262,0.381,0.237
20,0.16,0.26,0.757,0.616,0.38,0.312,0.377,0.304
20,0.16,0.28,0.768,0.554,0.409,0.282,0.359,0.272
20,0.16,0.3,0.753,0.607,0.395,0.3,0.358,0.307
20,0.16,0.32,0.766,0.687,0.378,0.349,0.388,0.338
20,0.16,0.34,0.799,0.623,0.403,0.321,0.396,0.302
20,0.16,0.36,0.797,0.644,0.407,0.321,0.39,0.323
20,0.16,0.38,0.801,0.641,0.408,0.321,0.393,0.32
20,0.16,0.4,0.748,0.67,0.387,0.33,0.361,0.34
20,0.16,0.42,0.782,0.635,0.385,0.316,0.397,0.319
20,0.16,0.44,0.79,0.661,0.408,0.319,0.382,0.342
20,0.16,0.46,0.757,0.665,0.381,0.326,0.376,0.339
20,0.16,0.48,0.784,0.601,0.4,0.304,0.384,0.297
20,0.16,0.5,0.797,0.667,0.392,0.345,0.405,0.322
20,0.16,0.52,0.859,0.633,0.429,0.308,0.43,0.325
20,0.16,0.54,0.817,0.672,0.413,0.35,0.404,0.322
20,0.16,0.56,0.799,0.673,0.409,0.355,0.39,0.318
20,0.16,0.58,0.85,0.675,0.414,0.335,0.436,0.34
20,0.16,0.6,0.839,0.695,0.421,0.351,0.418,0.344
20,0.16,0.62,0.846,0.694,0.422,0.336,0.424,0.358
20,0.16,0.64,0.817,0.696,0.407,0.367,0.41,0.329
20,0.16,0.66,0.806,0.693,0.411,0.346,0.395,0.347
20,0.16,0.68,0.834,0.72,0.414,0.356,0.42,0.364
20,0.16,0.7,0.818,0.665,0.401,0.333,0.417,0.332
20,0.16,0.72,0.824,0.695,0.419,0.342,0.405,0.353
20,0.16,0.74,0.821,0.713,0.402,0.355,0.419,0.358
20,0.16,0.76,0.807,0.712,0.401,0.356,0.406,0.356
20,0.16,0.78,0.826,0.685,0.411,0.335,0.415,0.35
20,0.16,0.8,0.816,0.738,0.414,0.359,0.402,0.379
20,0.16,0.82,0.831,0.714,0.411,0.358,0.42,0.356
20,0.16,0.84,0.829,0.71,0.418,0.34,0.411,0.37
20,0.16,0.86,0.84,0.721,0.418,0.354,0.422,0.367
20,0.16,0.88,0.838,0.734,0.416,0.374,0.422,0.36
20,0.16,0.9,0.812,0.711,0.405,0.356,0.407,0.355
20,0.16,0.92,0.848,0.706,0.415,0.351,0.433,0.355
20,0.16,0.94,0.832,0.651,0.403,0.331,0.429,0.32
20,0.16,0.96,0.805,0.721,0.402,0.351,0.403,0.37
20,0.16,0.98,0.826,0.728,0.413,0.351,0.413,0.377
20,0.16,1,0.857,0.7,0.419,0.36,0.438,0.34
20,0.18,0.02,0.405,0.152,0.244,0.068,0.161,0.084
20,0.18,0.04,0.505,0.197,0.288,0.098,0.217,0.099
20,0.18,0.06,0.59,0.303,0.329,0.154,0.261,0.149
20,0.18,0.08,0.58,0.435,0.314,0.217,0.266,0.218
20,0.18,0.1,0.613,0.422,0.328,0.213,0.285,0.209
20,0.18,0.12,0.582,0.488,0.304,0.236,0.278,0.252
20,0.18,0.14,0.685,0.491,0.36,0.249,0.325,0.242
20,0.18,0.16,0.7,0.49,0.374,0.239,0.326,0.251
20,0.18,0.18,0.688,0.545,0.363,0.271,0.325,0.274
20,0.18,0.2,0.697,0.626,0.355,0.303,0.342,0.323
20,0.18,0.22,0.754,0.518,0.384,0.253,0.37,0.265
20,0.18,0.24,0.769,0.55,0.395,0.268,0.374,0.282
20,0.18,0.26,0.772,0.635,0.386,0.307,0.386,0.328
20,0.18,0.28,0.716,0.571,0.372,0.28,0.344,0.291
20,0.18,0.3,0.776,0.587,0.389,0.292,0.387,0.295
20,0.18,0.32,0.802,0.607,0.401,0.3,0.401,0.307
20,0.18,0.34,0.753,0.668,0.372,0.325,0.381,0.343
20,0.18,0.36,0.742,0.687,0.378,0.352,0.364,0.335
20,0.18,0.38,0.815,0.597,0.429,0.292,0.386,0.305
20,0.18,0.4,0.826,0.668,0.41,0.339,0.416,0.329
20,0.18,0.42,0.764,0.743,0.393,0.381,0.371,0.362
20,0.18,0.44,0.762,0.698,0.38,0.354,0.382,0.344
20,0.18,0.46,0.81,0.689,0.412,0.348,0.398,0.341
20,0.18,0.48,0.75,0.72,0.378,0.361,0.372,0.359
20,0.18,0.5,0.827,0.715,0.42,0.355,0.407,0.36
20,0.18,0.52,0.781,0.683,0.392,0.341,0.389,0.342
20,0.18,0.54,0.844,0.662,0.42,0.325,0.424,0.337
20,0.18,0.56,0.816,0.705,0.414,0.363,0.402,0.342
20,0.18,0.58,0.762,0.748,0.388,0.38,0.374,0.368
20,0.18,0.6,0.804,0.706,0.401,0.352,0.403,0.354
20,0.18,0.62,0.836,0.711,0.408,0.351,0.428,0.36
20,0.18,0.64,0.78,0.72,0.396,0.366,0.384,0.354
20,0.18,0.66,0.849,0.719,0.421,0.368,0.428,0.351
20,0.18,0.68,0.829,0.691,0.415,0.352,0.414,0.339
20,0.18,0.7,0.827,0.724,0.418,0.345,0.409,0.379
20,0.18,0.72,0.827,0.699,0.423,0.351,0.404,0.348
20,0.18,0.74,0.814,0.707,0.408,0.357,0.406,0.35
20,0.18,0.76,0.886,0.677,0.447,0.349,0.439,0.328
20,0.18,0.78,0.824,0.716,0.414,0.354,0.41,0.362
20,0.18,0.8,0.848,0.706,0.425,0.351,0.423,0.355
20,0.18,0.82,0.84,0.7,0.418,0.35,0.422,0.35
20,0.18,0.84,0.815,0.726,0.408,0.355,0.407,0.371
20,0.18,0.86,0.833,0.681,0.414,0.346,0.419,0.335
20,0.18,0.88,0.824,0.665,0.411,0.341,0.413,0.324
20,0.18,0.9,0.858,0.699,0.432,0.357,0.426,0.342
20,0.18,0.92,0.814,0.694,0.41,0.34,0.404,0.354
20,0.18,0.94,0.839,0.703,0.415,0.352,0.424,0.351
20,0.18,0.96,0.846,0.704,0.427,0.351,0.419,0.353
20,0.18,0.98,0.848,0.707,0.429,0.347,0.419,0.36
20,0.18,1,0.813,0.734,0.385,0.37,0.428,0.364
20,0.2,0.02,0.474,0.126,0.292,0.065,0.182,0.061
20,0.2,0.04,0.542,0.202,0.31,0.1,0.232,0.102
20,0.2,0.06,0.602,0.253,0.35,0.122,0.252,0.131
